,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,2.2813260555267334,2.2848384380340576,1.8748314380645752,1.58573579788208,1.582758903503418,1.0921964645385742,0.8933970928192139,,,,,,,,,,,
1.0,1.9703609943389893,1.9040155410766602,1.7121391296386719,1.7518677711486816,1.25453519821167,1.1069965362548828,0.4266476631164551,,,,,,,,,,,
2.0,2.072234630584717,1.8478381633758545,1.6074459552764893,1.6369843482971191,1.4019784927368164,0.41563892364501953,,,,,,,,,,,,
3.0,2.095301389694214,1.7959818840026855,1.584442138671875,1.1889915466308594,,,,,,,,,,,,,,
4.0,2.031642436981201,1.8397433757781982,1.7203092575073242,1.5372815132141113,1.3114051818847656,1.323333740234375,0.4176661968231201,,,,,,,,,,,
5.0,2.1324093341827393,1.9257872104644775,1.8666775226593018,1.4603862762451172,0.46137404441833496,,,,,,,,,,,,,
6.0,2.1522321701049805,1.9187796115875244,1.4443306922912598,0.44050097465515137,,,,,,,,,,,,,,
7.0,2.138023853302002,1.9311513900756836,1.7829093933105469,1.733924150466919,1.1138405799865723,0.5700430870056152,,,,,,,,,,,,
8.0,2.045193672180176,1.995755672454834,1.752610445022583,1.3526861667633057,0.604867696762085,,,,,,,,,,,,,
9.0,2.0329227447509766,1.979295015335083,1.8347198963165283,1.2527401447296143,0.6038084030151367,,,,,,,,,,,,,
10.0,2.0351078510284424,2.0234534740448,1.7086102962493896,1.7175755500793457,0.8205220699310303,,,,,,,,,,,,,
11.0,2.0705435276031494,1.7831366062164307,1.607783555984497,1.611022710800171,0.9085240364074707,,,,,,,,,,,,,
12.0,2.085531711578369,1.9530572891235352,1.6987347602844238,1.6773076057434082,1.3520350456237793,0.4172780513763428,,,,,,,,,,,,
13.0,1.9825656414031982,1.9076755046844482,1.0941731929779053,,,,,,,,,,,,,,,
14.0,2.0965287685394287,1.8195233345031738,1.744903326034546,1.6555094718933105,1.4845373630523682,1.0151073932647705,0.4163541793823242,,,,,,,,,,,
15.0,2.0227081775665283,1.8440442085266113,1.189138412475586,,,,,,,,,,,,,,,
16.0,2.0431084632873535,2.054795503616333,1.801077127456665,1.3242506980895996,0.5769338607788086,,,,,,,,,,,,,
17.0,1.9394252300262451,1.872298240661621,1.7054283618927002,1.5661242008209229,1.18986177444458,,,,,,,,,,,,,
18.0,2.036630153656006,1.826704740524292,1.8358383178710938,1.5351595878601074,1.3766591548919678,1.2438766956329346,1.4180850982666016,0.7844085693359375,0.3563711643218994,,,,,,,,,
19.0,2.1657328605651855,1.909128189086914,1.444976568222046,0.46010804176330566,,,,,,,,,,,,,,
20.0,2.1496033668518066,1.950089931488037,1.7240872383117676,1.0676674842834473,,,,,,,,,,,,,,
21.0,2.163374185562134,1.9401330947875977,1.7815592288970947,1.6510281562805176,1.229677677154541,0.4015839099884033,,,,,,,,,,,,
22.0,2.046194076538086,2.0107064247131348,1.8404912948608398,1.7691121101379395,1.3309547901153564,0.4174964427947998,,,,,,,,,,,,
23.0,2.124553918838501,1.9382774829864502,1.800222396850586,1.2891302108764648,0.6474642753601074,,,,,,,,,,,,,
24.0,2.0474843978881836,1.9981110095977783,1.755025863647461,0.9838981628417969,,,,,,,,,,,,,,
25.0,2.0210020542144775,1.817514181137085,1.2233881950378418,,,,,,,,,,,,,,,
26.0,2.053190231323242,2.0192837715148926,1.7681653499603271,1.4382598400115967,0.5674519538879395,,,,,,,,,,,,,
27.0,1.9520864486694336,1.8991367816925049,1.6345112323760986,1.6781535148620605,1.3110475540161133,1.035163402557373,0.45101094245910645,,,,,,,,,,,
28.0,2.0921719074249268,1.779447078704834,1.2783844470977783,,,,,,,,,,,,,,,
29.0,2.066399574279785,2.0149147510528564,1.6903610229492188,1.6676530838012695,1.2666735649108887,0.4639432430267334,,,,,,,,,,,,
30.0,2.0648598670959473,1.8391172885894775,1.6096372604370117,1.685896396636963,1.3287832736968994,1.072402000427246,0.42548298835754395,,,,,,,,,,,
31.0,1.953913688659668,1.8927829265594482,1.6483964920043945,1.7004663944244385,1.4422755241394043,0.4122617244720459,,,,,,,,,,,,
32.0,2.075622320175171,1.8745384216308594,1.4917542934417725,1.6319093704223633,1.0340454578399658,0.84588623046875,0.8743531703948975,0.3878965377807617,,,,,,,,,,
33.0,2.051502227783203,1.8144071102142334,1.7599554061889648,1.5255205631256104,1.2501318454742432,1.1808617115020752,1.417562484741211,0.9059252738952637,0.8159303665161133,,,,,,,,,
34.0,2.055593729019165,2.031036376953125,1.7757625579833984,1.6986708641052246,1.3818144798278809,0.4240107536315918,,,,,,,,,,,,
35.0,1.961172342300415,1.8631150722503662,1.2987215518951416,,,,,,,,,,,,,,,
36.0,1.9837110042572021,1.903378963470459,1.5940234661102295,1.6836061477661133,1.4025957584381104,1.0133512020111084,0.4123799800872803,,,,,,,,,,,
37.0,2.182081699371338,2.016897201538086,1.7767412662506104,1.36356782913208,0.44792675971984863,,,,,,,,,,,,,
38.0,1.9838101863861084,1.9406640529632568,1.7408242225646973,1.6064519882202148,1.4407272338867188,1.012990951538086,0.3891160488128662,,,,,,,,,,,
39.0,2.035071849822998,1.9958667755126953,1.7219223976135254,1.3245956897735596,0.4531216621398926,,,,,,,,,,,,,
40.0,2.1337687969207764,1.9093732833862305,1.7963595390319824,1.3659553527832031,0.5046882629394531,,,,,,,,,,,,,
41.0,2.133680820465088,1.9537198543548584,1.5759711265563965,0.45310378074645996,,,,,,,,,,,,,,
42.0,2.0297718048095703,1.7698149681091309,1.2042186260223389,,,,,,,,,,,,,,,
43.0,2.148394823074341,2.0108237266540527,1.7449922561645508,1.678868293762207,1.2584564685821533,0.4132533073425293,,,,,,,,,,,,
44.0,2.057352066040039,2.018901824951172,1.705869197845459,1.7206885814666748,1.116377353668213,0.41266918182373047,,,,,,,,,,,,
45.0,2.1858506202697754,2.0148491859436035,1.791450023651123,1.236283779144287,0.6071426868438721,,,,,,,,,,,,,
46.0,2.027916193008423,2.021232843399048,1.7784504890441895,1.5271451473236084,0.5049746036529541,,,,,,,,,,,,,
47.0,1.9793851375579834,1.8788561820983887,1.3333511352539062,,,,,,,,,,,,,,,
48.0,1.9564135074615479,1.942302942276001,1.6899785995483398,1.6440064907073975,0.40729665756225586,,,,,,,,,,,,,
49.0,1.990527629852295,1.8459012508392334,1.7639191150665283,1.5298476219177246,1.1067116260528564,,,,,,,,,,,,,
0.0,2.3660552501678467,2.3771891593933105,1.63370680809021,,,,,,,,,,,,,,,
1.0,2.5252113342285156,2.439389944076538,2.053422212600708,1.9318571090698242,1.2579936981201172,0.5240881443023682,,,,,,,,,,,,
2.0,2.4209911823272705,2.284698486328125,1.972372055053711,1.7870166301727295,1.5117738246917725,1.3844401836395264,1.2536847591400146,0.7935793399810791,,,,,,,,,,
3.0,2.3325300216674805,2.0587644577026367,1.400674819946289,,,,,,,,,,,,,,,
4.0,2.274235248565674,2.1705856323242188,1.564328670501709,,,,,,,,,,,,,,,
5.0,2.2262537479400635,2.135622501373291,1.4531588554382324,,,,,,,,,,,,,,,
6.0,2.2174129486083984,2.2358882427215576,1.4133033752441406,,,,,,,,,,,,,,,
7.0,2.121535539627075,2.1525936126708984,1.5358059406280518,,,,,,,,,,,,,,,
8.0,2.2590525150299072,2.249752998352051,1.9239518642425537,1.5011343955993652,1.18930983543396,,,,,,,,,,,,,
9.0,2.261826515197754,2.29740571975708,2.1744613647460938,1.8165547847747803,1.8923392295837402,1.9267597198486328,1.7738687992095947,1.6299405097961426,1.5906689167022705,0.45055556297302246,,,,,,,,
10.0,2.363020420074463,2.097318410873413,1.9633936882019043,1.5173366069793701,0.9702003002166748,,,,,,,,,,,,,
11.0,2.430020809173584,2.1560981273651123,1.4267282485961914,,,,,,,,,,,,,,,
12.0,2.33730411529541,2.1337180137634277,1.9160561561584473,1.3972876071929932,,,,,,,,,,,,,,
13.0,2.199721336364746,2.277272939682007,1.9554412364959717,1.9168064594268799,1.6670918464660645,1.164867877960205,0.41917967796325684,,,,,,,,,,,
14.0,2.3828158378601074,2.287513494491577,2.0566470623016357,2.040374517440796,1.7831101417541504,1.1919832229614258,1.03303861618042,,,,,,,,,,,
15.0,2.3293545246124268,2.270498752593994,1.9112427234649658,1.891958475112915,0.4319334030151367,,,,,,,,,,,,,
16.0,2.305401086807251,2.2405169010162354,1.9644839763641357,1.9063541889190674,0.9164910316467285,,,,,,,,,,,,,
17.0,2.5091392993927,2.253117799758911,2.0603818893432617,1.841132640838623,1.831315517425537,1.3401546478271484,0.7917230129241943,,,,,,,,,,,
