,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,1.541832447052002,1.398432970046997,1.0720574855804443,0.5668134689331055,0.27425432205200195,,,,,,,,,,,,,
1.0,1.3426666259765625,1.2660937309265137,0.9336659908294678,0.34075069427490234,0.10834193229675293,,,,,,,,,,,,,
2.0,1.3150615692138672,1.129547357559204,0.7093322277069092,0.309070348739624,,,,,,,,,,,,,,
3.0,1.5634889602661133,1.383925199508667,1.1504769325256348,0.983680248260498,0.39755940437316895,0.08246302604675293,,,,,,,,,,,,
4.0,1.4598846435546875,1.0158681869506836,0.45699501037597656,0.7259104251861572,0.06765198707580566,,,,,,,,,,,,,
5.0,1.0765535831451416,0.7347240447998047,0.25871706008911133,,,,,,,,,,,,,,,
6.0,1.4781887531280518,1.0131731033325195,0.510779857635498,0.16890764236450195,,,,,,,,,,,,,,
7.0,1.2341506481170654,0.8972904682159424,0.3703739643096924,,,,,,,,,,,,,,,
8.0,1.5941112041473389,1.4431335926055908,1.5111842155456543,1.0631492137908936,0.6971569061279297,0.44721269607543945,0.39238858222961426,0.0840916633605957,,,,,,,,,,
9.0,1.5066051483154297,1.3770756721496582,0.9265167713165283,0.4225587844848633,0.07542252540588379,,,,,,,,,,,,,
10.0,1.3961498737335205,1.488478422164917,1.0859553813934326,0.706679105758667,0.3975226879119873,0.09662890434265137,,,,,,,,,,,,
11.0,1.3547782897949219,1.37367582321167,1.110743761062622,0.7926859855651855,0.07259511947631836,,,,,,,,,,,,,
12.0,1.4104130268096924,1.4369721412658691,0.8600914478302002,0.5725700855255127,0.24314594268798828,,,,,,,,,,,,,
13.0,1.5875482559204102,1.2479431629180908,0.9036097526550293,0.48244166374206543,0.12289738655090332,,,,,,,,,,,,,
14.0,1.3314437866210938,1.1474835872650146,0.09362626075744629,,,,,,,,,,,,,,,
15.0,1.5600783824920654,1.3175230026245117,0.506782054901123,0.09475040435791016,,,,,,,,,,,,,,
16.0,1.227790355682373,1.191831350326538,0.47174596786499023,0.09799742698669434,,,,,,,,,,,,,,
17.0,1.6081292629241943,1.7444233894348145,1.2928380966186523,1.1095449924468994,0.8624095916748047,1.016944169998169,0.4185163974761963,0.06255674362182617,,,,,,,,,,
18.0,1.6019554138183594,1.7666311264038086,1.3218212127685547,0.916306734085083,0.4670219421386719,0.1939084529876709,,,,,,,,,,,,
19.0,1.5563063621520996,1.4188177585601807,1.2055292129516602,0.5978920459747314,0.18108034133911133,,,,,,,,,,,,,
20.0,1.3535053730010986,0.9575455188751221,0.6516208648681641,0.2854132652282715,,,,,,,,,,,,,,
21.0,1.3419380187988281,1.4028387069702148,1.333632230758667,0.8444936275482178,0.5821068286895752,,,,,,,,,,,,,
22.0,1.2918860912322998,0.8986086845397949,0.5685584545135498,0.22969722747802734,,,,,,,,,,,,,,
23.0,1.261570692062378,0.764601469039917,1.013866901397705,0.6780600547790527,0.5843634605407715,0.30666255950927734,0.06134438514709473,,,,,,,,,,,
24.0,1.2216908931732178,0.9505717754364014,0.6726558208465576,0.23484420776367188,,,,,,,,,,,,,,
25.0,1.3716068267822266,0.7627031803131104,0.37671518325805664,,,,,,,,,,,,,,,
26.0,1.35072660446167,1.2423372268676758,0.44589948654174805,0.06839871406555176,,,,,,,,,,,,,,
27.0,1.385380744934082,1.405113697052002,1.0481975078582764,1.1586785316467285,1.0035476684570312,0.49713730812072754,,,,,,,,,,,,
28.0,0.8222610950469971,0.3125,,,,,,,,,,,,,,,,
29.0,1.51985764503479,1.5696580410003662,1.4600622653961182,1.2862651348114014,1.1137394905090332,1.1156821250915527,0.8750333786010742,0.813892126083374,0.1663985252380371,,,,,,,,,
30.0,1.2913248538970947,0.9094321727752686,0.33607935905456543,,,,,,,,,,,,,,,
31.0,1.0826940536499023,0.863300085067749,0.11535930633544922,,,,,,,,,,,,,,,
32.0,1.180255651473999,1.1399452686309814,0.09425926208496094,,,,,,,,,,,,,,,
33.0,1.2942137718200684,1.4473626613616943,1.1180379390716553,0.07421255111694336,,,,,,,,,,,,,,
34.0,1.6304242610931396,1.3696982860565186,0.7552814483642578,0.6147174835205078,0.3204479217529297,0.0671684741973877,,,,,,,,,,,,
35.0,1.4884109497070312,1.296104907989502,0.7686872482299805,0.5417580604553223,0.16636395454406738,,,,,,,,,,,,,
36.0,1.443786859512329,1.1414883136749268,0.09329462051391602,,,,,,,,,,,,,,,
37.0,1.1382529735565186,1.0560133457183838,0.274608850479126,,,,,,,,,,,,,,,
38.0,1.5599491596221924,1.4390716552734375,0.9974675178527832,0.629457950592041,0.3725767135620117,0.3255331516265869,0.8222076892852783,0.8552796840667725,1.0385279655456543,0.9385561943054199,0.7992227077484131,0.4702310562133789,0.432697057723999,0.05515313148498535,,,,
39.0,1.1816363334655762,1.248429536819458,0.09943962097167969,,,,,,,,,,,,,,,
40.0,1.3661918640136719,1.4176156520843506,0.7892329692840576,0.44040918350219727,0.06954264640808105,,,,,,,,,,,,,
41.0,1.0400846004486084,0.3965728282928467,0.06941771507263184,,,,,,,,,,,,,,,
42.0,1.438718318939209,1.284435749053955,0.8838529586791992,0.5051393508911133,0.3161637783050537,0.1181480884552002,,,,,,,,,,,,
43.0,1.4849956035614014,1.643449306488037,1.2647967338562012,0.9100527763366699,0.41582822799682617,0.14963793754577637,,,,,,,,,,,,
44.0,1.4438867568969727,1.3846211433410645,1.1102790832519531,0.7168459892272949,0.4071340560913086,0.10497689247131348,,,,,,,,,,,,
45.0,1.2999207973480225,1.2972888946533203,0.6901402473449707,0.09377765655517578,,,,,,,,,,,,,,
46.0,1.4009020328521729,1.321211338043213,0.3814272880554199,0.06549692153930664,,,,,,,,,,,,,,
47.0,1.3779394626617432,1.243488073348999,1.3341498374938965,1.0873119831085205,0.21346116065979004,,,,,,,,,,,,,
48.0,1.3654060363769531,1.0779955387115479,1.1970758438110352,0.7397572994232178,1.1597423553466797,0.7151954174041748,0.08951997756958008,,,,,,,,,,,
49.0,1.4059054851531982,1.5776867866516113,1.556617021560669,1.2267653942108154,0.9255738258361816,0.6985719203948975,0.3236098289489746,0.08626914024353027,,,,,,,,,,
0.0,1.5064177513122559,1.1955947875976562,0.6878628730773926,0.09740042686462402,,,,,,,,,,,,,,
1.0,1.378288745880127,1.1634716987609863,0.43256449699401855,0.06565737724304199,,,,,,,,,,,,,,
2.0,1.197540044784546,1.5292117595672607,1.6508662700653076,0.6593201160430908,0.3773224353790283,0.06439876556396484,,,,,,,,,,,,
3.0,1.2231948375701904,0.7915709018707275,0.3778262138366699,0.06524491310119629,,,,,,,,,,,,,,
4.0,1.223254919052124,1.211226224899292,0.8978431224822998,0.5783534049987793,0.08690023422241211,,,,,,,,,,,,,
5.0,1.2084839344024658,1.1804120540618896,0.4165916442871094,0.09519171714782715,,,,,,,,,,,,,,
6.0,1.1866252422332764,1.224607229232788,0.7738618850708008,0.5560815334320068,0.06574773788452148,,,,,,,,,,,,,
7.0,1.2534446716308594,1.0351965427398682,0.8376774787902832,0.48722338676452637,0.4402499198913574,0.376147985458374,0.06267452239990234,,,,,,,,,,,
8.0,1.1954352855682373,1.185669183731079,0.5142161846160889,0.07535386085510254,,,,,,,,,,,,,,
9.0,1.3266918659210205,1.6833977699279785,1.0107307434082031,0.7868421077728271,0.5242431163787842,,,,,,,,,,,,,
10.0,1.1854517459869385,1.3760571479797363,0.5528867244720459,0.0668935775756836,,,,,,,,,,,,,,
11.0,1.1456522941589355,0.9371073246002197,0.7191944122314453,0.7770938873291016,0.58528733253479,0.06505608558654785,,,,,,,,,,,,
12.0,1.184432029724121,1.3850047588348389,1.0728943347930908,0.7013347148895264,0.09701108932495117,,,,,,,,,,,,,
13.0,1.2257986068725586,1.339716911315918,0.6756408214569092,0.06634879112243652,,,,,,,,,,,,,,
14.0,1.2030668258666992,1.1042513847351074,0.6819732189178467,0.0657188892364502,,,,,,,,,,,,,,
15.0,1.2044634819030762,0.8927762508392334,0.49671101570129395,0.13258147239685059,,,,,,,,,,,,,,
16.0,1.2558557987213135,1.312004804611206,0.5322461128234863,0.06998538970947266,,,,,,,,,,,,,,
17.0,1.2022767066955566,1.1749515533447266,0.5412752628326416,0.06465435028076172,,,,,,,,,,,,,,
18.0,1.2483415603637695,1.1038641929626465,0.9976880550384521,0.7993569374084473,0.559368371963501,,,,,,,,,,,,,
19.0,1.341808795928955,1.6685094833374023,0.39847779273986816,0.07927107810974121,,,,,,,,,,,,,,
20.0,1.2133941650390625,0.7640957832336426,0.37430238723754883,0.0653679370880127,,,,,,,,,,,,,,
21.0,1.3164479732513428,1.1292192935943604,0.8557167053222656,0.737647533416748,0.2883121967315674,,,,,,,,,,,,,
22.0,1.2334375381469727,1.7608356475830078,1.1614089012145996,0.9702823162078857,0.6714377403259277,0.3565218448638916,0.1376793384552002,,,,,,,,,,,
23.0,1.1447722911834717,1.6063816547393799,0.4171919822692871,0.07096695899963379,,,,,,,,,,,,,,
24.0,1.1477153301239014,0.9311871528625488,0.5809333324432373,0.10961771011352539,,,,,,,,,,,,,,
25.0,1.2878711223602295,1.3582262992858887,0.46418333053588867,0.06491279602050781,,,,,,,,,,,,,,
26.0,1.3174397945404053,1.1165282726287842,0.4449760913848877,0.1011960506439209,,,,,,,,,,,,,,
27.0,1.315417766571045,1.2038331031799316,1.0570495128631592,0.8749840259552002,0.6019003391265869,0.4841651916503906,0.07085227966308594,,,,,,,,,,,
28.0,1.3299050331115723,1.6354777812957764,1.0824694633483887,0.7473695278167725,0.4835948944091797,0.06178450584411621,,,,,,,,,,,,
29.0,1.1640923023223877,1.5124969482421875,1.0659570693969727,0.8233475685119629,0.4510335922241211,0.15183782577514648,,,,,,,,,,,,
30.0,1.2232551574707031,1.5070538520812988,0.539867639541626,0.1470017433166504,,,,,,,,,,,,,,
31.0,1.1994233131408691,0.7883284091949463,0.8888382911682129,0.3849344253540039,0.06384754180908203,,,,,,,,,,,,,
32.0,1.2086925506591797,1.7100958824157715,0.4980936050415039,0.06510162353515625,,,,,,,,,,,,,,
33.0,1.162534475326538,0.9059128761291504,0.4787259101867676,0.22949647903442383,,,,,,,,,,,,,,
34.0,1.2658586502075195,1.2053296566009521,0.4208805561065674,0.08900833129882812,,,,,,,,,,,,,,
35.0,1.1559007167816162,1.6819031238555908,1.0842533111572266,0.7965359687805176,0.6701867580413818,0.346935510635376,0.06267237663269043,,,,,,,,,,,
36.0,1.226653814315796,1.212467908859253,0.4172673225402832,0.09546804428100586,,,,,,,,,,,,,,
37.0,1.3426775932312012,1.2250995635986328,0.638136625289917,0.2888777256011963,0.4253196716308594,0.3313586711883545,0.15122294425964355,,,,,,,,,,,
38.0,1.1576173305511475,1.6336188316345215,0.5353295803070068,0.07047343254089355,,,,,,,,,,,,,,
39.0,1.2307209968566895,0.7714097499847412,0.4308130741119385,0.0662071704864502,,,,,,,,,,,,,,
40.0,1.2440736293792725,0.9831230640411377,1.025963306427002,1.0259337425231934,0.5139133930206299,,,,,,,,,,,,,
41.0,1.2957377433776855,1.642686128616333,1.8524458408355713,0.38149023056030273,0.07056427001953125,,,,,,,,,,,,,
42.0,1.1631171703338623,1.289858102798462,0.633906364440918,0.21036958694458008,,,,,,,,,,,,,,
43.0,1.1944363117218018,1.0654149055480957,0.5664613246917725,0.06581854820251465,,,,,,,,,,,,,,
44.0,1.3363544940948486,1.2161245346069336,1.2960245609283447,0.9885013103485107,0.7839555740356445,0.38431763648986816,,,,,,,,,,,,
45.0,1.2272276878356934,1.5778813362121582,1.0507190227508545,0.41659045219421387,,,,,,,,,,,,,,
46.0,1.1779658794403076,1.4255611896514893,1.2545485496520996,1.0613574981689453,0.9475746154785156,0.6599390506744385,0.35947561264038086,,,,,,,,,,,
47.0,1.2049286365509033,1.3849425315856934,0.7747464179992676,0.5833127498626709,0.12920022010803223,,,,,,,,,,,,,
48.0,1.1727898120880127,1.4585931301116943,1.831038475036621,0.6189813613891602,0.5121383666992188,0.3989088535308838,0.06272387504577637,,,,,,,,,,,
49.0,1.1422762870788574,1.4026460647583008,0.47721195220947266,0.26193714141845703,,,,,,,,,,,,,,
0.0,1.090061902999878,0.5838296413421631,0.10480761528015137,,,,,,,,,,,,,,,
1.0,1.3476510047912598,1.295750379562378,1.076202154159546,0.5271406173706055,0.06584835052490234,,,,,,,,,,,,,
2.0,1.0811128616333008,0.741058349609375,0.5598354339599609,0.06464910507202148,,,,,,,,,,,,,,
3.0,1.028994083404541,1.1771659851074219,0.851384162902832,0.6510231494903564,0.24314188957214355,,,,,,,,,,,,,
