,Zero_started_Zero_won,UCT6_started_Zero_won,Zero_started_Tie,UCT6_started_Tie,Zero_started_UCT6_won,UCT6_started_UCT6_won
0,13.0,,,,,
1,,,,,44.0,
2,,,,,,35.0
3,,12.0,,,,
4,,12.0,,,,
5,,,,,38.0,
6,,,,,42.0,
7,,,,,,39.0
8,,,64.0,,,
9,,,,64.0,,
