,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,3.1417315006256104,3.8101470470428467,3.1307218074798584,3.0498623847961426,3.3217430114746094,2.8121631145477295,2.5884974002838135,2.436155319213867,2.950993776321411,2.4966838359832764,2.00877046585083,1.6534504890441895,1.8549022674560547,1.7063133716583252,1.783935546875,0.5598647594451904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.667327404022217,3.01448130607605,3.197211980819702,3.0564613342285156,3.288166046142578,2.9476397037506104,2.131901979446411,0.24181079864501953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.908247709274292,2.7651431560516357,2.6414780616760254,2.393740177154541,2.373441219329834,2.7030892372131348,2.9257071018218994,2.266134738922119,2.1166062355041504,1.9549953937530518,1.8465874195098877,1.806319236755371,1.698972225189209,2.0508477687835693,1.7573857307434082,1.568897008895874,1.4746661186218262,1.4566473960876465,0.9973852634429932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.1328463554382324,3.323061943054199,2.7744789123535156,2.6933653354644775,2.475490093231201,2.718336343765259,2.015364646911621,2.0257508754730225,1.6851685047149658,1.8372952938079834,1.753047227859497,1.4739809036254883,2.1172068119049072,1.9510366916656494,0.802936315536499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.5960326194763184,2.4975783824920654,2.588399648666382,2.837127447128296,2.5640971660614014,3.1318907737731934,2.1211469173431396,2.02901029586792,1.9519469738006592,2.0715930461883545,2.7718827724456787,2.2014129161834717,2.049994468688965,0.8256185054779053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2.5815303325653076,2.7692599296569824,3.6131625175476074,2.5353171825408936,2.516580581665039,2.7682628631591797,2.6772868633270264,2.8321292400360107,2.204958200454712,2.585019588470459,2.0263822078704834,1.792963981628418,1.9094536304473877,1.6531994342803955,1.7193114757537842,1.543745517730713,1.3376405239105225,0.7438898086547852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.7511637210845947,2.846712827682495,2.6098084449768066,2.878635883331299,2.6348581314086914,3.712238311767578,3.439610481262207,3.1373841762542725,2.8142480850219727,1.9740986824035645,1.1887540817260742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2.707371950149536,3.0590977668762207,3.395718812942505,2.8676724433898926,3.0938589572906494,3.003603935241699,1.4463353157043457,0.4653611183166504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,3.029942274093628,3.0378224849700928,3.1735939979553223,2.810408592224121,3.2220795154571533,2.1401686668395996,1.9671916961669922,1.8908092975616455,1.8726599216461182,1.6215744018554688,2.0521411895751953,1.8999130725860596,1.060096263885498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2.7768149375915527,3.588493824005127,3.0126609802246094,1.9848957061767578,0.2575979232788086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
