,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,5.6503541469573975,5.0201568603515625,5.227931022644043,5.326394081115723,4.699493885040283,4.647913455963135,4.4291887283325195,1.4642460346221924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,4.7868428230285645,5.003726243972778,4.516093015670776,4.776839733123779,4.60854172706604,4.213088512420654,4.366206169128418,5.073573112487793,4.25642204284668,4.207568168640137,1.0107471942901611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,5.046277284622192,4.885777950286865,4.881961107254028,2.2229888439178467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,4.633541107177734,4.873576879501343,4.570468902587891,4.101465702056885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,5.082579612731934,4.451337575912476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,4.707769155502319,4.705752611160278,4.149513006210327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,5.176133394241333,5.212516784667969,5.1456921100616455,4.494882583618164,3.972843647003174,4.5997045040130615,2.4645962715148926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,4.928215265274048,4.563610315322876,4.720170974731445,3.1808061599731445,4.072738409042358,4.246090650558472,4.076854705810547,2.0276434421539307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,5.0429511070251465,4.749658823013306,4.509221315383911,4.372689723968506,2.528954029083252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,5.2974770069122314,4.611502170562744,4.487939119338989,4.3459882736206055,2.4689173698425293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,4.887184143066406,4.813443422317505,4.429413318634033,2.6383590698242188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,5.288290023803711,5.049417495727539,4.7458319664001465,4.40439772605896,4.394248962402344,4.192944049835205,1.5486958026885986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,4.794161796569824,4.71965217590332,4.201995134353638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,5.041035890579224,5.177730560302734,5.040845155715942,4.502150297164917,4.269437074661255,2.9085261821746826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,4.919594764709473,4.429639577865601,3.5052847862243652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,5.2032482624053955,5.020684719085693,4.761059522628784,4.569907903671265,4.17273736000061,4.461667776107788,4.43749475479126,4.598829746246338,4.135735988616943,1.9516925811767578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,5.2473838329315186,5.012970209121704,4.447754859924316,3.7937562465667725,4.318640232086182,2.1744794845581055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,5.204259634017944,4.577224493026733,4.269076824188232,4.054039001464844,2.1894984245300293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,4.757213592529297,5.178665399551392,5.16243052482605,5.259114742279053,4.787271738052368,4.5330424308776855,4.697854518890381,4.602067470550537,4.39203405380249,3.6452486515045166,4.324564218521118,4.2549450397491455,3.503113031387329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,4.889211654663086,5.056998252868652,4.616544961929321,2.93446683883667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,5.118072748184204,4.158948659896851,4.285147428512573,2.875962972640991,4.000397682189941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,4.481386184692383,4.3471760749816895,4.6496381759643555,4.190692901611328,2.0700886249542236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,4.766064882278442,4.548993825912476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,5.218830108642578,5.200260877609253,4.09293007850647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,4.88878321647644,4.555171966552734,4.923395872116089,2.7264490127563477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,4.982198715209961,5.085791110992432,3.985246419906616,3.695695161819458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,5.280501842498779,5.0084547996521,4.483425617218018,4.295736074447632,2.9990074634552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,5.309380769729614,4.814965724945068,4.08689022064209,2.299701452255249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,5.1640238761901855,4.7332377433776855,3.7371411323547363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,5.137059688568115,4.738036632537842,4.350436210632324,3.6141414642333984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,4.532724857330322,4.4262535572052,3.768376111984253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,4.8124425411224365,5.000950813293457,4.774437665939331,3.274970531463623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,5.358819484710693,4.569516897201538,4.712123394012451,4.608619689941406,4.318288087844849,3.3027803897857666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,4.958554744720459,4.558824300765991,4.6762354373931885,4.943169116973877,4.464733362197876,4.311892747879028,3.6543707847595215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,5.07883095741272,4.643248081207275,4.822106599807739,4.287580966949463,3.5580458641052246,4.637183666229248,4.315156698226929,2.411351203918457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,4.749218702316284,4.784708738327026,4.35821795463562,1.9065041542053223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,5.035099029541016,4.8731396198272705,4.735828638076782,4.3292012214660645,4.4062745571136475,4.207868814468384,2.060763359069824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,4.268403768539429,4.1695051193237305,4.29251503944397,3.718050956726074,4.475520372390747,4.498925685882568,3.752253532409668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,5.043230056762695,4.53657865524292,4.591080188751221,4.504218816757202,4.652058124542236,3.949021339416504,3.991208791732788,4.267184495925903,3.924240827560425,2.734022378921509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,4.476977109909058,4.292195796966553,3.4579274654388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,4.704317092895508,4.549949884414673,4.489569187164307,4.162508726119995,2.1303906440734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,5.0449059009552,4.797693490982056,4.785514831542969,3.1237337589263916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,5.393651962280273,5.032297372817993,4.743135690689087,3.253169059753418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,4.646413326263428,4.876019716262817,4.694895267486572,4.714515447616577,4.975319147109985,4.1577982902526855,3.8099775314331055,1.918226718902588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,4.969918966293335,5.209964990615845,4.306658029556274,2.06427264213562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,4.94537878036499,4.3809075355529785,4.124518394470215,4.218842267990112,3.713714599609375,4.490655183792114,4.468255281448364,4.416555881500244,4.22162652015686,4.3425517082214355,4.299222230911255,3.7167201042175293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,4.655777454376221,4.670546293258667,4.921382904052734,4.469620227813721,2.3680214881896973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
