,ZERO_v2_started_ZERO_v2_won,UCT_1000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_1000_started_Tie,ZERO_v2_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,7.0,,,,,
1,7.0,,,,,
2,7.0,,,,,
3,,8.0,,,,
4,7.0,,,,,
5,,8.0,,,,
6,,14.0,,,,
7,,8.0,,,,
8,,8.0,,,,
9,,10.0,,,,
10,7.0,,,,,
11,,8.0,,,,
12,,8.0,,,,
13,7.0,,,,,
14,7.0,,,,,
15,7.0,,,,,
16,,14.0,,,,
17,9.0,,,,,
18,,8.0,,,,
19,11.0,,,,,
20,9.0,,,,,
21,,10.0,,,,
22,7.0,,,,,
23,,,,,,11.0
24,,,,,,7.0
25,7.0,,,,,
26,7.0,,,,,
27,,,,,,9.0
28,,,,,,7.0
29,7.0,,,,,
30,,,,,,7.0
31,7.0,,,,,
32,7.0,,,,,
33,,8.0,,,,
34,7.0,,,,,
35,,12.0,,,,
36,7.0,,,,,
37,,8.0,,,,
38,,8.0,,,,
39,9.0,,,,,
40,7.0,,,,,
41,7.0,,,,,
42,9.0,,,,,
43,9.0,,,,,
44,7.0,,,,,
45,9.0,,,,,
46,9.0,,,,,
47,7.0,,,,,
48,11.0,,,,,
49,7.0,,,,,
