,ZEROX_v2_started_ZEROX_v2_won,UCT_3000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_3000_started_Tie,ZEROX_v2_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,7.0,,,,,
1,,14.0,,,,
2,7.0,,,,,
3,,,,,,25.0
4,7.0,,,,,
5,,,,,,11.0
6,,,,,,11.0
7,7.0,,,,,
8,,8.0,,,,
9,9.0,,,,,
10,7.0,,,,,
11,11.0,,,,,
12,,,,,,11.0
13,7.0,,,,,
14,7.0,,,,,
15,,,,,,13.0
16,7.0,,,,,
17,,,,,,11.0
18,7.0,,,,,
19,7.0,,,,,
20,7.0,,,,,
21,,,,,,13.0
22,,10.0,,,,
23,11.0,,,,,
24,,,,,,17.0
25,7.0,,,,,
26,,,,,,25.0
27,11.0,,,,,
28,,8.0,,,,
29,11.0,,,,,
30,,10.0,,,,
31,7.0,,,,,
32,9.0,,,,,
33,,,,,,13.0
34,,,,,,9.0
35,,,,,,11.0
36,,10.0,,,,
37,,10.0,,,,
38,7.0,,,,,
39,,,,,,11.0
40,11.0,,,,,
41,7.0,,,,,
42,,,,,28.0,
43,11.0,,,,,
44,,,,,,21.0
45,,8.0,,,,
46,,,,,,11.0
47,,10.0,,,,
48,7.0,,,,,
49,13.0,,,,,
