,ZERO_v1_started_ZERO_v1_won,UCT_1000_started_ZERO_v1_won,ZERO_v1_started_Tie,UCT_1000_started_Tie,ZERO_v1_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,9.0,,,,,
1,17.0,,,,,
2,,,36.0,,,
3,9.0,,,,,
4,,,,,,7.0
5,,8.0,,,,
6,7.0,,,,,
7,7.0,,,,,
8,9.0,,,,,
9,,10.0,,,,
10,7.0,,,,,
11,,,,,10.0,
12,11.0,,,,,
13,,,,,,7.0
14,7.0,,,,,
15,7.0,,,,,
16,7.0,,,,,
17,7.0,,,,,
18,,,,,,7.0
19,11.0,,,,,
20,7.0,,,,,
21,,,,,,7.0
22,,8.0,,,,
23,,,,,,7.0
24,,,,,,9.0
25,11.0,,,,,
26,7.0,,,,,
27,,8.0,,,,
28,7.0,,,,,
29,,,36.0,,,
30,,8.0,,,,
31,9.0,,,,,
32,11.0,,,,,
33,,,,,,11.0
34,11.0,,,,,
35,13.0,,,,,
36,7.0,,,,,
37,,8.0,,,,
38,7.0,,,,,
39,7.0,,,,,
40,,,,,,9.0
41,,10.0,,,,
42,,,,,,7.0
43,7.0,,,,,
44,7.0,,,,,
45,7.0,,,,,
46,17.0,,,,,
47,,8.0,,,,
48,,8.0,,,,
49,11.0,,,,,
