,FLAT_v2_started_FLAT_v2_won,UCT_2000_started_FLAT_v2_won,FLAT_v2_started_Tie,UCT_2000_started_Tie,FLAT_v2_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,,8.0,,,,
1,,,,,,9.0
2,,8.0,,,,
3,7.0,,,,,
4,,,,,,11.0
5,9.0,,,,,
6,,,,,,11.0
7,7.0,,,,,
8,,10.0,,,,
9,,,,,,11.0
10,7.0,,,,,
11,7.0,,,,,
12,,12.0,,,,
13,7.0,,,,,
14,9.0,,,,,
15,,16.0,,,,
16,7.0,,,,,
17,,,,,,13.0
18,,8.0,,,,
19,7.0,,,,,
20,7.0,,,,,
21,,,,,,15.0
22,,8.0,,,,
23,,,,,,13.0
24,,,,,,9.0
25,,,,,,7.0
26,,12.0,,,,
27,,,,,,11.0
28,9.0,,,,,
29,7.0,,,,,
30,,8.0,,,,
31,11.0,,,,,
32,,10.0,,,,
33,,10.0,,,,
34,,8.0,,,,
35,7.0,,,,,
36,7.0,,,,,
37,7.0,,,,,
38,,,,,,11.0
39,7.0,,,,,
40,7.0,,,,,
41,,,,,,11.0
42,7.0,,,,,
43,7.0,,,,,
44,7.0,,,,,
45,7.0,,,,,
46,11.0,,,,,
47,9.0,,,,,
48,7.0,,,,,
49,7.0,,,,,
