,ZEROX_v1_started_ZEROX_v1_won,UCT_4000_started_ZEROX_v1_won,ZEROX_v1_started_Tie,UCT_4000_started_Tie,ZEROX_v1_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,15.0,,,,,
1,11.0,,,,,
2,11.0,,,,,
3,11.0,,,,,
4,13.0,,,,,
5,,,,,,19.0
6,,,,,14.0,
7,13.0,,,,,
8,,,,,,7.0
9,,,,,14.0,
10,,8.0,,,,
11,7.0,,,,,
12,,,,,10.0,
13,11.0,,,,,
14,,,,,,19.0
15,,,,,10.0,
16,,,,,,17.0
17,,,,,,7.0
18,,,,,,17.0
19,,,,,,7.0
20,,,,,14.0,
21,7.0,,,,,
22,,,,,,17.0
23,,,,,,7.0
24,,,,,,7.0
25,,,,,14.0,
26,,,,,14.0,
27,,,,,14.0,
28,,,,,,7.0
29,,8.0,,,,
30,11.0,,,,,
31,,8.0,,,,
32,,,,,10.0,
33,,,,,,7.0
34,,,,,,7.0
35,,,,,,7.0
36,,,,,10.0,
37,,14.0,,,,
38,,,,,,11.0
39,,,,,14.0,
40,,,,,,7.0
41,11.0,,,,,
42,17.0,,,,,
43,,14.0,,,,
44,,,,,,7.0
45,,,,,,15.0
46,,,,,14.0,
47,,,,,,11.0
48,,,,,,7.0
49,,,,,14.0,
