,ZEROX_v2_started_ZEROX_v2_won,UCT_2000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_2000_started_Tie,ZEROX_v2_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,9.0,,,,,
1,,,,,,11.0
2,,8.0,,,,
3,,,,,,17.0
4,7.0,,,,,
5,,10.0,,,,
6,7.0,,,,,
7,,,,,,17.0
8,,10.0,,,,
9,7.0,,,,,
10,9.0,,,,,
11,,8.0,,,,
12,7.0,,,,,
13,7.0,,,,,
14,7.0,,,,,
15,9.0,,,,,
16,,14.0,,,,
17,,,,,,11.0
18,13.0,,,,,
19,,,,,,7.0
20,,8.0,,,,
21,,24.0,,,,
22,,,,,,25.0
23,,8.0,,,,
24,,,,,,13.0
25,,,,,,11.0
26,7.0,,,,,
27,11.0,,,,,
28,7.0,,,,,
29,9.0,,,,,
30,11.0,,,,,
31,7.0,,,,,
32,7.0,,,,,
33,11.0,,,,,
34,11.0,,,,,
35,9.0,,,,,
36,7.0,,,,,
37,7.0,,,,,
38,9.0,,,,,
39,7.0,,,,,
40,11.0,,,,,
41,,,,,,15.0
42,,10.0,,,,
43,,18.0,,,,
44,7.0,,,,,
45,7.0,,,,,
46,7.0,,,,,
47,,,,,,9.0
48,,,,,,13.0
49,,14.0,,,,
