,ZEROX_v1_started_ZEROX_v1_won,UCT_1000_started_ZEROX_v1_won,ZEROX_v1_started_Tie,UCT_1000_started_Tie,ZEROX_v1_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,,,,36.0,,
1,7.0,,,,,
2,7.0,,,,,
3,,,,,,11.0
4,11.0,,,,,
5,11.0,,,,,
6,7.0,,,,,
7,,,,,,15.0
8,11.0,,,,,
9,,,,,14.0,
10,11.0,,,,,
11,,,,,,13.0
12,,8.0,,,,
13,,8.0,,,,
14,,8.0,,,,
15,7.0,,,,,
16,,8.0,,,,
17,,,,,,11.0
18,,10.0,,,,
19,,,,,,13.0
20,7.0,,,,,
21,7.0,,,,,
22,7.0,,,,,
23,7.0,,,,,
24,,8.0,,,,
25,,,,,14.0,
26,,,,,,7.0
27,,8.0,,,,
28,,8.0,,,,
29,,,,,,7.0
30,,,,,,9.0
31,,12.0,,,,
32,13.0,,,,,
33,7.0,,,,,
34,7.0,,,,,
35,7.0,,,,,
36,,8.0,,,,
37,,,,,,7.0
38,11.0,,,,,
39,,,,,10.0,
40,,12.0,,,,
41,11.0,,,,,
42,7.0,,,,,
43,,8.0,,,,
44,7.0,,,,,
45,7.0,,,,,
46,,,,,,7.0
47,7.0,,,,,
48,,,,,,9.0
49,9.0,,,,,
