,FLAT_v1_started_FLAT_v1_won,UCT_1000_started_FLAT_v1_won,FLAT_v1_started_Tie,UCT_1000_started_Tie,FLAT_v1_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,,,,,,11.0
1,,10.0,,,,
2,,8.0,,,,
3,,,,,,11.0
4,,,,,,11.0
5,7.0,,,,,
6,,14.0,,,,
7,,,,,12.0,
8,15.0,,,,,
9,7.0,,,,,
10,7.0,,,,,
11,7.0,,,,,
12,7.0,,,,,
13,7.0,,,,,
14,,12.0,,,,
15,,,,,,11.0
16,,,,,,11.0
17,7.0,,,,,
18,9.0,,,,,
19,9.0,,,,,
20,,12.0,,,,
21,,,,,,9.0
22,7.0,,,,,
23,,,,,12.0,
24,,,,,,7.0
25,7.0,,,,,
26,,,,,,7.0
27,7.0,,,,,
28,,,,,,9.0
29,,8.0,,,,
30,7.0,,,,,
31,,8.0,,,,
32,,,,,,7.0
33,,,,,,9.0
34,,,,,,7.0
35,,14.0,,,,
36,7.0,,,,,
37,,,,,12.0,
38,13.0,,,,,
39,,,,,,9.0
40,9.0,,,,,
41,7.0,,,,,
42,7.0,,,,,
43,,,,,,7.0
44,,10.0,,,,
45,,,,,,15.0
46,7.0,,,,,
47,7.0,,,,,
48,,,,,,11.0
49,,,,,10.0,
