,ZERO_v6_started_ZERO_v6_won,UCT_1500_started_ZERO_v6_won,ZERO_v6_started_Tie,UCT_1500_started_Tie,ZERO_v6_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,9.0,,,,,
1,,,,,,15.0
2,11.0,,,,,
3,,,,,,33.0
4,,36.0,,,,
5,,12.0,,,,
6,,10.0,,,,
7,,26.0,,,,
8,9.0,,,,,
9,,14.0,,,,
10,,10.0,,,,
11,9.0,,,,,
12,9.0,,,,,
13,15.0,,,,,
14,,14.0,,,,
15,,22.0,,,,
16,,16.0,,,,
17,,10.0,,,,
18,9.0,,,,,
19,15.0,,,,,
20,,20.0,,,,
21,17.0,,,,,
22,9.0,,,,,
23,,,64.0,,,
24,,16.0,,,,
25,13.0,,,,,
26,15.0,,,,,
27,17.0,,,,,
28,9.0,,,,,
29,15.0,,,,,
30,9.0,,,,,
31,9.0,,,,,
32,,10.0,,,,
33,,,,,,23.0
34,11.0,,,,,
35,,10.0,,,,
36,9.0,,,,,
37,9.0,,,,,
38,,,,64.0,,
39,,12.0,,,,
40,,16.0,,,,
41,,24.0,,,,
42,,10.0,,,,
43,,,,64.0,,
44,,10.0,,,,
45,9.0,,,,,
46,,10.0,,,,
47,,,,,32.0,
48,17.0,,,,,
49,,18.0,,,,
