,ZERO_v4_started_ZERO_v4_won,UCT_4500_started_ZERO_v4_won,ZERO_v4_started_Tie,UCT_4500_started_Tie,ZERO_v4_started_UCT_4500_won,UCT_4500_started_UCT_4500_won
0,19.0,,,,,
1,,,,,,29.0
2,,,,,20.0,
3,,14.0,,,,
4,,,,,,9.0
5,,,,,,45.0
6,,12.0,,,,
7,,,,,,29.0
8,,,,64.0,,
9,,,,,,27.0
10,,,,,,19.0
11,,,,,,17.0
12,13.0,,,,,
13,9.0,,,,,
14,,,,,40.0,
15,,,,,,11.0
16,,,64.0,,,
17,35.0,,,,,
18,,,,,,41.0
19,,,64.0,,,
20,,,,,,37.0
21,,,,64.0,,
22,25.0,,,,,
23,,,,64.0,,
24,,,,,52.0,
25,,,,,,31.0
26,,,,,44.0,
27,,,,,,25.0
28,,,,,42.0,
29,,,,,30.0,
30,17.0,,,,,
31,,,64.0,,,
32,,,,,,49.0
33,,,,,,41.0
34,23.0,,,,,
35,,,,,,37.0
36,,,,,,9.0
37,9.0,,,,,
38,,,,,,29.0
39,17.0,,,,,
40,,,,,,51.0
41,,,64.0,,,
42,,22.0,,,,
43,,14.0,,,,
44,,,,,14.0,
45,,10.0,,,,
46,,,,,38.0,
47,,12.0,,,,
48,,,,,44.0,
49,19.0,,,,,
