,FLAT_v6_started_FLAT_v6_won,UCT_6000_started_FLAT_v6_won,FLAT_v6_started_Tie,UCT_6000_started_Tie,FLAT_v6_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,11.0
1,,,,,,17.0
2,,14.0,,,,
3,,,,,,31.0
4,,,,,22.0,
5,13.0,,,,,
6,,,,,26.0,
7,,,,,20.0,
8,,10.0,,,,
9,13.0,,,,,
10,,,,,,25.0
11,,,,64.0,,
12,,20.0,,,,
13,,,,,20.0,
14,,,,,,25.0
15,,,,,,17.0
16,,,,,,21.0
17,,,,,26.0,
18,11.0,,,,,
19,,10.0,,,,
20,,,,,,29.0
21,9.0,,,,,
22,,,,,48.0,
23,,,,,,27.0
24,,,,,,33.0
25,13.0,,,,,
26,,20.0,,,,
27,,,,,,25.0
28,,,,,26.0,
29,,,,,18.0,
30,,,,,,23.0
31,,,,,,21.0
32,9.0,,,,,
33,15.0,,,,,
34,13.0,,,,,
35,,,,,,43.0
36,,,,,30.0,
37,,,,,,23.0
38,,,,,,21.0
39,,,,,,33.0
40,,,,,,15.0
41,,,,,,43.0
42,,16.0,,,,
43,,,,,50.0,
44,,,,,,29.0
45,,,,,,15.0
46,,,,,24.0,
47,15.0,,,,,
48,9.0,,,,,
49,,,,,,25.0
