,ZERO_v1_started_ZERO_v1_won,UCT_6000_started_ZERO_v1_won,ZERO_v1_started_Tie,UCT_6000_started_Tie,ZERO_v1_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,24.0,
1,,,,,,13.0
2,,,,,,13.0
3,,,,,32.0,
4,,,,,10.0,
5,,,,,10.0,
6,,,,,,15.0
7,,,,,,9.0
8,,,,,10.0,
9,,,,,14.0,
10,,,,,,11.0
11,,,,,12.0,
12,,,,,,11.0
13,,,,,14.0,
14,,,,,,19.0
15,,,,,12.0,
16,,,,,30.0,
17,11.0,,,,,
18,,,,,12.0,
19,,,,,,15.0
20,,,,,10.0,
21,,,,,,19.0
22,,,,,,17.0
23,,,,,10.0,
24,,,,,14.0,
25,,,,,,13.0
26,,,,,,9.0
27,,,,,10.0,
28,19.0,,,,,
29,,,,,,13.0
30,,,,,,15.0
31,,10.0,,,,
32,,,,,,17.0
33,,,,,,23.0
34,,,,,10.0,
35,,,,,,11.0
36,15.0,,,,,
37,,,,,,9.0
38,,,,,14.0,
39,,,,,22.0,
40,,,,,16.0,
41,,,,,,9.0
42,,,,,12.0,
43,,,,,10.0,
44,,,,,26.0,
45,,,,,16.0,
46,,,,,,13.0
47,,,,,,9.0
48,,,,,28.0,
49,,,,,16.0,
