,ZERO_v5_started_ZERO_v5_won,UCT_6000_started_ZERO_v5_won,ZERO_v5_started_Tie,UCT_6000_started_Tie,ZERO_v5_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,64.0,,,
1,,,,,32.0,
2,,,,,,51.0
3,,,,,,23.0
4,,,,,,21.0
5,,,,,,25.0
6,,,64.0,,,
7,9.0,,,,,
8,,,64.0,,,
9,,,,,,21.0
10,,18.0,,,,
11,,,,,,29.0
12,9.0,,,,,
13,,,,,,23.0
14,9.0,,,,,
15,,,,,,19.0
16,,,,,30.0,
17,,,,,,41.0
18,,,,,40.0,
19,,,,,24.0,
20,,,,,,23.0
21,,,,,28.0,
22,,,,,16.0,
23,,,64.0,,,
24,,,,,,37.0
25,,32.0,,,,
26,19.0,,,,,
27,,10.0,,,,
28,,,,,,21.0
29,,,,,,37.0
30,,,,,24.0,
31,9.0,,,,,
32,,,,,20.0,
33,9.0,,,,,
34,,18.0,,,,
35,,,,,,23.0
36,,,64.0,,,
37,,,64.0,,,
38,,12.0,,,,
39,,,,,,23.0
40,,,,,36.0,
41,,,,,24.0,
42,,,,,,23.0
43,21.0,,,,,
44,,,,,,15.0
45,,,,,,41.0
46,,10.0,,,,
47,,,,,22.0,
48,,20.0,,,,
49,,,,,38.0,
