,ZERO_v4_started_ZERO_v4_won,UCT_6000_started_ZERO_v4_won,ZERO_v4_started_Tie,UCT_6000_started_Tie,ZERO_v4_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,41.0
1,,18.0,,,,
2,,,,,,17.0
3,25.0,,,,,
4,,,64.0,,,
5,,,,,,35.0
6,,,64.0,,,
7,,,,,42.0,
8,15.0,,,,,
9,13.0,,,,,
10,17.0,,,,,
11,,,,,30.0,
12,,16.0,,,,
13,,,,,,17.0
14,17.0,,,,,
15,,24.0,,,,
16,,10.0,,,,
17,,,,,,27.0
18,,,,,,33.0
19,,16.0,,,,
20,,,,64.0,,
21,,10.0,,,,
22,9.0,,,,,
23,,,,,38.0,
24,15.0,,,,,
25,9.0,,,,,
26,,,,,16.0,
27,,,,,,45.0
28,,,,,18.0,
29,,,,,,19.0
30,,,,,56.0,
31,,,,,,21.0
32,,,,,42.0,
33,,,,64.0,,
34,,,,,,9.0
35,,,,,,19.0
36,,,,64.0,,
37,,,,,,19.0
38,,,,64.0,,
39,,,,64.0,,
40,,,,,32.0,
41,,,,,40.0,
42,19.0,,,,,
43,,18.0,,,,
44,,,,,,19.0
45,,,64.0,,,
46,,,,,,17.0
47,,,,64.0,,
48,,,,,,33.0
49,,14.0,,,,
