,FLAT_v3_started_FLAT_v3_won,UCT_1500_started_FLAT_v3_won,FLAT_v3_started_Tie,UCT_1500_started_Tie,FLAT_v3_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,9.0,,,,,
1,,,,,,23.0
2,9.0,,,,,
3,,10.0,,,,
4,,10.0,,,,
5,9.0,,,,,
6,,10.0,,,,
7,,14.0,,,,
8,,,,,,15.0
9,9.0,,,,,
10,,10.0,,,,
11,9.0,,,,,
12,9.0,,,,,
13,15.0,,,,,
14,,16.0,,,,
15,,10.0,,,,
16,,,,,20.0,
17,15.0,,,,,
18,,12.0,,,,
19,,,,,14.0,
20,9.0,,,,,
21,,,,,,21.0
22,,,,,,15.0
23,9.0,,,,,
24,9.0,,,,,
25,,,,,,17.0
26,9.0,,,,,
27,,10.0,,,,
28,,,,,24.0,
29,9.0,,,,,
30,15.0,,,,,
31,,10.0,,,,
32,,10.0,,,,
33,,12.0,,,,
34,13.0,,,,,
35,,10.0,,,,
36,,,,,,19.0
37,9.0,,,,,
38,11.0,,,,,
39,,,,,,9.0
40,9.0,,,,,
41,9.0,,,,,
42,,14.0,,,,
43,,,,,18.0,
44,,10.0,,,,
45,15.0,,,,,
46,,,,,,9.0
47,9.0,,,,,
48,,10.0,,,,
49,9.0,,,,,
