,ZEROX_v2_started_ZEROX_v2_won,UCT_3000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_3000_started_Tie,ZEROX_v2_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,,,,,,13.0
1,9.0,,,,,
2,9.0,,,,,
3,19.0,,,,,
4,,,,,10.0,
5,,,64.0,,,
6,,,,,22.0,
7,9.0,,,,,
8,,,,,14.0,
9,,,,,,17.0
10,11.0,,,,,
11,,16.0,,,,
12,,,,,,15.0
13,,,,,,13.0
14,9.0,,,,,
15,,,,,,17.0
16,,,64.0,,,
17,,,,,,21.0
18,,,,,,17.0
19,,,,,,21.0
20,,,,,,9.0
21,9.0,,,,,
22,,,,,12.0,
23,21.0,,,,,
24,,,,,,9.0
25,,,,,,9.0
26,9.0,,,,,
27,,,,,18.0,
28,9.0,,,,,
29,,10.0,,,,
30,,,,,10.0,
31,9.0,,,,,
32,,,,,16.0,
33,,,,,,15.0
34,13.0,,,,,
35,17.0,,,,,
36,21.0,,,,,
37,,10.0,,,,
38,,,,,,11.0
39,,,,,,17.0
40,,22.0,,,,
41,,,,,,15.0
42,,,,,,23.0
43,17.0,,,,,
44,9.0,,,,,
45,,,64.0,,,
46,9.0,,,,,
47,,12.0,,,,
48,,,,,,17.0
49,,,,,,15.0
