,ZEROX_v4_started_ZEROX_v4_won,UCT_4500_started_ZEROX_v4_won,ZEROX_v4_started_Tie,UCT_4500_started_Tie,ZEROX_v4_started_UCT_4500_won,UCT_4500_started_UCT_4500_won
0,,,,,,27.0
1,15.0,,,,,
2,,,,,46.0,
3,13.0,,,,,
4,15.0,,,,,
5,25.0,,,,,
6,,,64.0,,,
7,31.0,,,,,
8,,,,,18.0,
9,,,,,,27.0
10,21.0,,,,,
11,19.0,,,,,
12,19.0,,,,,
13,,,64.0,,,
14,,10.0,,,,
15,,,,,46.0,
16,23.0,,,,,
17,9.0,,,,,
18,11.0,,,,,
19,,,,,24.0,
20,,,,,46.0,
21,,18.0,,,,
22,29.0,,,,,
23,,12.0,,,,
24,,12.0,,,,
25,,,,,,25.0
26,9.0,,,,,
27,,,,64.0,,
28,,,,,,23.0
29,,16.0,,,,
30,,,,,52.0,
31,17.0,,,,,
32,,10.0,,,,
33,,,,,52.0,
34,11.0,,,,,
35,15.0,,,,,
36,,,64.0,,,
37,19.0,,,,,
38,,,,64.0,,
39,,,,,20.0,
40,,,,,,23.0
41,,,,,26.0,
42,19.0,,,,,
43,19.0,,,,,
44,,,,,,31.0
45,,,,,,21.0
46,,,64.0,,,
47,,,64.0,,,
48,19.0,,,,,
49,,,,,,33.0
