,ZEROX_v1_started_ZEROX_v1_won,UCT_4500_started_ZEROX_v1_won,ZEROX_v1_started_Tie,UCT_4500_started_Tie,ZEROX_v1_started_UCT_4500_won,UCT_4500_started_UCT_4500_won
0,,,,,,25.0
1,,,,,,9.0
2,,,,,10.0,
3,,,,,,11.0
4,,,,,32.0,
5,23.0,,,,,
6,,,,,,9.0
7,,,,,10.0,
8,,,,,20.0,
9,,,,,,11.0
10,,,,,,19.0
11,,,,,14.0,
12,,,,,10.0,
13,,,,,,9.0
14,,,,,14.0,
15,,,,,,21.0
16,9.0,,,,,
17,,,,,,21.0
18,,,,,,11.0
19,,,,,12.0,
20,,14.0,,,,
21,,26.0,,,,
22,,,,,,13.0
23,,,,,14.0,
24,17.0,,,,,
25,,,,,,11.0
26,,,,,34.0,
27,,,,,,9.0
28,,,,,,13.0
29,23.0,,,,,
30,,,,,38.0,
31,,12.0,,,,
32,,,,,14.0,
33,9.0,,,,,
34,,10.0,,,,
35,,,,,20.0,
36,,,,,18.0,
37,,,,,,9.0
38,,,,,16.0,
39,,,,,,13.0
40,,,,,20.0,
41,,,,,10.0,
42,19.0,,,,,
43,,,,,,11.0
44,,10.0,,,,
45,,,,,14.0,
46,,,,,16.0,
47,,,,,,9.0
48,,,,,,13.0
49,,,,,30.0,
