,ZERO_v4_started_ZERO_v4_won,UCT_1500_started_ZERO_v4_won,ZERO_v4_started_Tie,UCT_1500_started_Tie,ZERO_v4_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,,14.0,,,,
1,,12.0,,,,
2,,16.0,,,,
3,,,64.0,,,
4,9.0,,,,,
5,,,,64.0,,
6,,24.0,,,,
7,,,,,,25.0
8,,12.0,,,,
9,9.0,,,,,
10,,10.0,,,,
11,,10.0,,,,
12,,10.0,,,,
13,,,,,18.0,
14,,16.0,,,,
15,9.0,,,,,
16,,12.0,,,,
17,,18.0,,,,
18,,12.0,,,,
19,,16.0,,,,
20,9.0,,,,,
21,,24.0,,,,
22,,12.0,,,,
23,9.0,,,,,
24,,10.0,,,,
25,,10.0,,,,
26,,16.0,,,,
27,31.0,,,,,
28,,12.0,,,,
29,11.0,,,,,
30,,10.0,,,,
31,,10.0,,,,
32,9.0,,,,,
33,,10.0,,,,
34,9.0,,,,,
35,9.0,,,,,
36,11.0,,,,,
37,9.0,,,,,
38,11.0,,,,,
39,9.0,,,,,
40,,12.0,,,,
41,,16.0,,,,
42,,10.0,,,,
43,,30.0,,,,
44,9.0,,,,,
45,9.0,,,,,
46,,10.0,,,,
47,9.0,,,,,
48,,,,,,35.0
49,9.0,,,,,
