,ZEROX_v2_started_ZEROX_v2_won,UCT_6000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_6000_started_Tie,ZEROX_v2_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,14.0,
1,,,,,,9.0
2,,,,,14.0,
3,19.0,,,,,
4,,,,,,13.0
5,,,,,,9.0
6,,,,,26.0,
7,,,,,34.0,
8,,,,,,13.0
9,,,,,12.0,
10,,24.0,,,,
11,13.0,,,,,
12,,,,,,13.0
13,13.0,,,,,
14,,,,,,11.0
15,,,64.0,,,
16,,,,,26.0,
17,,,,,14.0,
18,,,,,,9.0
19,,,,,,13.0
20,,,,,10.0,
21,9.0,,,,,
22,,,,,12.0,
23,,,,,14.0,
24,,,,,,15.0
25,,,,,14.0,
26,,,,,,17.0
27,,,,,,9.0
28,23.0,,,,,
29,,,,,,11.0
30,,,,,14.0,
31,,,,,,15.0
32,,,,,,13.0
33,9.0,,,,,
34,,,,,22.0,
35,,,,,,13.0
36,,,,,,11.0
37,,,,,16.0,
38,,,,,28.0,
39,,,,,,9.0
40,,,,,16.0,
41,,10.0,,,,
42,,16.0,,,,
43,,,,,,13.0
44,,,,,12.0,
45,,,,,,9.0
46,,,,,24.0,
47,,,,,10.0,
48,,,,,18.0,
49,,,,,,19.0
