,ZEROX_v3_started_ZEROX_v3_won,UCT_1500_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_1500_started_Tie,ZEROX_v3_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,13.0,,,,,
1,,,64.0,,,
2,,14.0,,,,
3,9.0,,,,,
4,,10.0,,,,
5,,,64.0,,,
6,,10.0,,,,
7,,18.0,,,,
8,,10.0,,,,
9,9.0,,,,,
10,,26.0,,,,
11,,10.0,,,,
12,,16.0,,,,
13,23.0,,,,,
14,,,,,,27.0
15,,14.0,,,,
16,9.0,,,,,
17,9.0,,,,,
18,,16.0,,,,
19,9.0,,,,,
20,9.0,,,,,
21,,,,,,25.0
22,,24.0,,,,
23,,12.0,,,,
24,,,,,20.0,
25,,10.0,,,,
26,,,,,,15.0
27,9.0,,,,,
28,9.0,,,,,
29,,,,,,13.0
30,,,,,,23.0
31,15.0,,,,,
32,9.0,,,,,
33,,,,,,35.0
34,,,,,,15.0
35,,12.0,,,,
36,,,,,,23.0
37,,,,,,13.0
38,,28.0,,,,
39,,,,,,17.0
40,9.0,,,,,
41,9.0,,,,,
42,,,,,,19.0
43,11.0,,,,,
44,,12.0,,,,
45,,10.0,,,,
46,,10.0,,,,
47,9.0,,,,,
48,,,,,,31.0
49,,,,,,17.0
