,FLAT_v4_started_FLAT_v4_won,UCT_2000_started_FLAT_v4_won,FLAT_v4_started_Tie,UCT_2000_started_Tie,FLAT_v4_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,11.0,,,,,
1,,10.0,,,,
2,,12.0,,,,
3,11.0,,,,,
4,,10.0,,,,
5,13.0,,,,,
6,13.0,,,,,
7,,,,,,9.0
8,11.0,,,,,
9,11.0,,,,,
10,,,,,14.0,
11,11.0,,,,,
12,,,,,,17.0
13,,10.0,,,,
14,11.0,,,,,
15,13.0,,,,,
16,17.0,,,,,
17,11.0,,,,,
18,13.0,,,,,
19,13.0,,,,,
20,11.0,,,,,
21,,18.0,,,,
22,,,,,,19.0
23,11.0,,,,,
24,15.0,,,,,
25,,12.0,,,,
26,,,,,10.0,
27,,10.0,,,,
28,11.0,,,,,
29,11.0,,,,,
30,,,,,,15.0
31,11.0,,,,,
32,9.0,,,,,
33,13.0,,,,,
34,11.0,,,,,
35,17.0,,,,,
36,,10.0,,,,
37,,,,,,15.0
38,13.0,,,,,
39,15.0,,,,,
40,,,,,,19.0
41,,,,,,15.0
42,11.0,,,,,
43,,10.0,,,,
44,,10.0,,,,
45,,10.0,,,,
46,13.0,,,,,
47,21.0,,,,,
48,9.0,,,,,
49,,,,,,9.0
