,ZEROX_v3_started_ZEROX_v3_won,UCT_4000_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_4000_started_Tie,ZEROX_v3_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,,20.0,,,,
1,9.0,,,,,
2,,,,,,11.0
3,,,,,,19.0
4,,12.0,,,,
5,,,,,,11.0
6,,,,,16.0,
7,17.0,,,,,
8,9.0,,,,,
9,13.0,,,,,
10,,,,,16.0,
11,,,,,22.0,
12,23.0,,,,,
13,,,,,,9.0
14,,,,,,11.0
15,,,,,,11.0
16,,,,,,15.0
17,9.0,,,,,
18,9.0,,,,,
19,9.0,,,,,
20,,20.0,,,,
21,,,,,,19.0
22,,,,,,13.0
23,,,,,,15.0
24,9.0,,,,,
25,,,,,,15.0
26,9.0,,,,,
27,9.0,,,,,
28,,,,,,13.0
29,,,,,,11.0
30,9.0,,,,,
31,,12.0,,,,
32,15.0,,,,,
33,,10.0,,,,
34,15.0,,,,,
35,9.0,,,,,
36,9.0,,,,,
37,9.0,,,,,
38,9.0,,,,,
39,,14.0,,,,
40,,10.0,,,,
41,,12.0,,,,
42,,10.0,,,,
43,,20.0,,,,
44,9.0,,,,,
45,,,,,,15.0
46,23.0,,,,,
47,9.0,,,,,
48,9.0,,,,,
49,,,,,,15.0
