,ZERO_v1_started_ZERO_v1_won,UCT_6000_started_ZERO_v1_won,ZERO_v1_started_Tie,UCT_6000_started_Tie,ZERO_v1_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,15.0
1,,10.0,,,,
2,,,,,20.0,
3,,10.0,,,,
4,,,,,,9.0
5,,,,,,9.0
6,13.0,,,,,
7,,,,,,15.0
8,13.0,,,,,
9,,,,,14.0,
10,,,,,22.0,
11,,,,,,11.0
12,,,,,14.0,
13,,,,,,9.0
14,,,,,10.0,
15,,14.0,,,,
16,,,,,10.0,
17,,10.0,,,,
18,11.0,,,,,
19,,,,,16.0,
20,,,,,,9.0
21,17.0,,,,,
22,,,,,,9.0
23,,,,,,15.0
24,,,,,,9.0
25,,10.0,,,,
26,13.0,,,,,
27,,,,,12.0,
28,,,,,12.0,
29,,,,,,19.0
30,,,,,,9.0
31,,,,,,9.0
32,,,,,20.0,
33,,,,,24.0,
34,,,,,14.0,
35,,,,,,15.0
36,,16.0,,,,
37,,,,,12.0,
38,,,,,,15.0
39,,,,,24.0,
40,,,,,,9.0
41,,,,,,9.0
42,,,,,14.0,
43,,,,,14.0,
44,,,,,12.0,
45,,,,,,9.0
46,,,,,,9.0
47,,,,,12.0,
48,,,,,12.0,
49,,,,,14.0,
