,ZEROX_v1_started_ZEROX_v1_won,UCT_4000_started_ZEROX_v1_won,ZEROX_v1_started_Tie,UCT_4000_started_Tie,ZEROX_v1_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,,,,,12.0,
1,,10.0,,,,
2,,,,,18.0,
3,,,,,,15.0
4,,,,,,13.0
5,,,,,,19.0
6,,16.0,,,,
7,,,,,12.0,
8,,,,,12.0,
9,13.0,,,,,
10,15.0,,,,,
11,,,,,16.0,
12,,,,,14.0,
13,23.0,,,,,
14,11.0,,,,,
15,11.0,,,,,
16,,10.0,,,,
17,,14.0,,,,
18,,,,,18.0,
19,,,,,,11.0
20,,,,,,11.0
21,,,,,10.0,
22,13.0,,,,,
23,,,,,,17.0
24,13.0,,,,,
25,,,,,14.0,
26,,,,,14.0,
27,,,,,,27.0
28,,,,,26.0,
29,,,,,,15.0
30,,,,,,9.0
31,,10.0,,,,
32,,,,,,15.0
33,,10.0,,,,
34,,,,,,13.0
35,,,,,12.0,
36,,,,,18.0,
37,,,,,10.0,
38,,,,,30.0,
39,,,,,20.0,
40,,,,,,17.0
41,,,,,14.0,
42,17.0,,,,,
43,,,,,12.0,
44,,,,,,9.0
45,11.0,,,,,
46,,,,,16.0,
47,,,,,,9.0
48,,,,,12.0,
49,,10.0,,,,
