,ZERO_v2_started_ZERO_v2_won,UCT_6000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_6000_started_Tie,ZERO_v2_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,9.0,,,,,
1,,,,,,17.0
2,,,,,,15.0
3,,,,,,11.0
4,9.0,,,,,
5,,,,,,13.0
6,,14.0,,,,
7,9.0,,,,,
8,,,,,,17.0
9,,,,,,9.0
10,,,,,14.0,
11,,,,,,15.0
12,9.0,,,,,
13,9.0,,,,,
14,9.0,,,,,
15,,,,,,15.0
16,,,,,,17.0
17,,,,,24.0,
18,,,,,,15.0
19,9.0,,,,,
20,,,,,,17.0
21,9.0,,,,,
22,9.0,,,,,
23,,,,,20.0,
24,,,,,26.0,
25,,,,,16.0,
26,,,,,,9.0
27,,,,,,9.0
28,9.0,,,,,
29,,,,,,17.0
30,,,,,14.0,
31,,,,,,13.0
32,15.0,,,,,
33,,,,,,9.0
34,9.0,,,,,
35,,,,,,13.0
36,,,,,12.0,
37,,,,,,11.0
38,,,,,,11.0
39,,,,,,19.0
40,,,,,26.0,
41,9.0,,,,,
42,,,,,,9.0
43,,,,,16.0,
44,,,,,22.0,
45,47.0,,,,,
46,9.0,,,,,
47,15.0,,,,,
48,9.0,,,,,
49,,,,,,17.0
