,ZEROX_v4_started_ZEROX_v4_won,UCT_6000_started_ZEROX_v4_won,ZEROX_v4_started_Tie,UCT_6000_started_Tie,ZEROX_v4_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,24.0,,,,
1,15.0,,,,,
2,,,,,10.0,
3,,,,,18.0,
4,,,,,,19.0
5,,,,,,17.0
6,,10.0,,,,
7,,10.0,,,,
8,,10.0,,,,
9,,,,,,13.0
10,,,,,,9.0
11,,10.0,,,,
12,,,,,,25.0
13,11.0,,,,,
14,,16.0,,,,
15,,,,,,9.0
16,,,,,,9.0
17,,,,,,9.0
18,13.0,,,,,
19,,,,,18.0,
20,15.0,,,,,
21,,,,,,25.0
22,,,,,,11.0
23,,,,,14.0,
24,,,,,20.0,
25,9.0,,,,,
26,,10.0,,,,
27,17.0,,,,,
28,,10.0,,,,
29,,,,,,19.0
30,13.0,,,,,
31,,,,,,15.0
32,15.0,,,,,
33,9.0,,,,,
34,,14.0,,,,
35,,,,,,15.0
36,,,,,10.0,
37,,,,,16.0,
38,,,,,10.0,
39,,,,,12.0,
40,,,,,,11.0
41,,,,,12.0,
42,,,,,22.0,
43,,,,,12.0,
44,,,,,18.0,
45,,,,,,27.0
46,,,,,,9.0
47,,10.0,,,,
48,,,,,16.0,
49,11.0,,,,,
