,ZERO_v3_started_ZERO_v3_won,UCT_2000_started_ZERO_v3_won,ZERO_v3_started_Tie,UCT_2000_started_Tie,ZERO_v3_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,15.0,,,,,
1,,12.0,,,,
2,,16.0,,,,
3,9.0,,,,,
4,9.0,,,,,
5,,14.0,,,,
6,,14.0,,,,
7,,18.0,,,,
8,,12.0,,,,
9,15.0,,,,,
10,,18.0,,,,
11,9.0,,,,,
12,,12.0,,,,
13,,,,,,9.0
14,9.0,,,,,
15,9.0,,,,,
16,,10.0,,,,
17,,10.0,,,,
18,9.0,,,,,
19,9.0,,,,,
20,9.0,,,,,
21,,10.0,,,,
22,9.0,,,,,
23,,,,,,27.0
24,,14.0,,,,
25,,10.0,,,,
26,,,,,,13.0
27,,10.0,,,,
28,9.0,,,,,
29,9.0,,,,,
30,,12.0,,,,
31,,10.0,,,,
32,9.0,,,,,
33,9.0,,,,,
34,,12.0,,,,
35,9.0,,,,,
36,9.0,,,,,
37,,12.0,,,,
38,,,,,14.0,
39,9.0,,,,,
40,9.0,,,,,
41,,12.0,,,,
42,,12.0,,,,
43,9.0,,,,,
44,,,,,,15.0
45,9.0,,,,,
46,,12.0,,,,
47,23.0,,,,,
48,9.0,,,,,
49,9.0,,,,,
