,ZERO_v3_started_ZERO_v3_won,UCT_8000_started_ZERO_v3_won,ZERO_v3_started_Tie,UCT_8000_started_Tie,ZERO_v3_started_UCT_8000_won,UCT_8000_started_UCT_8000_won
0,,,,,,9.0
1,,,,,,21.0
2,,,,,24.0,
3,9.0,,,,,
4,,,,,,9.0
5,9.0,,,,,
6,,,,,,9.0
7,,,,,24.0,
8,,,,,20.0,
9,9.0,,,,,
10,,,,,,13.0
11,,,,,,13.0
12,11.0,,,,,
13,9.0,,,,,
14,,,,,,15.0
15,,,,,14.0,
16,9.0,,,,,
17,,,,,,33.0
18,,10.0,,,,
19,,16.0,,,,
20,,,,,18.0,
21,,,,,,13.0
22,,,,,,19.0
23,11.0,,,,,
24,,,,,,11.0
25,,,,,,13.0
26,,,,,,9.0
27,,,,,,9.0
28,,,,,10.0,
29,,,,,,17.0
30,,,,,,9.0
31,9.0,,,,,
32,,,,,24.0,
33,,,,,18.0,
34,,,,,,11.0
35,,,,,,9.0
36,,,,,,11.0
37,,12.0,,,,
38,9.0,,,,,
39,,,,,18.0,
40,,,,,12.0,
41,,,,,14.0,
42,9.0,,,,,
43,,,,,,17.0
44,9.0,,,,,
45,9.0,,,,,
46,9.0,,,,,
47,,,,,,9.0
48,,,,,16.0,
49,21.0,,,,,
