,ZEROX_v2_started_ZEROX_v2_won,UCT_2000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_2000_started_Tie,ZEROX_v2_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,9.0,,,,,
1,,10.0,,,,
2,9.0,,,,,
3,,,,,,11.0
4,9.0,,,,,
5,9.0,,,,,
6,,,,,,17.0
7,21.0,,,,,
8,15.0,,,,,
9,,,,,,11.0
10,9.0,,,,,
11,,,,,,9.0
12,,,,,20.0,
13,,10.0,,,,
14,,,,,,15.0
15,,,,,,13.0
16,,,,,,17.0
17,,,,,,13.0
18,,,,,,9.0
19,9.0,,,,,
20,,,,,,17.0
21,,18.0,,,,
22,,10.0,,,,
23,,,,,18.0,
24,9.0,,,,,
25,,12.0,,,,
26,,,,,,31.0
27,,28.0,,,,
28,,12.0,,,,
29,9.0,,,,,
30,,10.0,,,,
31,9.0,,,,,
32,,,,,,17.0
33,,12.0,,,,
34,9.0,,,,,
35,15.0,,,,,
36,,12.0,,,,
37,,14.0,,,,
38,9.0,,,,,
39,,10.0,,,,
40,9.0,,,,,
41,9.0,,,,,
42,,,,,,11.0
43,,,,,,21.0
44,21.0,,,,,
45,,,,,,15.0
46,9.0,,,,,
47,9.0,,,,,
48,,,,,,9.0
49,,,,,14.0,
