,ZERO_v5_started_ZERO_v5_won,UCT_2000_started_ZERO_v5_won,ZERO_v5_started_Tie,UCT_2000_started_Tie,ZERO_v5_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,,12.0,,,,
1,9.0,,,,,
2,9.0,,,,,
3,9.0,,,,,
4,9.0,,,,,
5,,,,,,15.0
6,,12.0,,,,
7,9.0,,,,,
8,,,,,18.0,
9,9.0,,,,,
10,,10.0,,,,
11,,12.0,,,,
12,9.0,,,,,
13,,10.0,,,,
14,,,,,,29.0
15,,16.0,,,,
16,,16.0,,,,
17,,10.0,,,,
18,,10.0,,,,
19,9.0,,,,,
20,9.0,,,,,
21,,22.0,,,,
22,,10.0,,,,
23,9.0,,,,,
24,9.0,,,,,
25,9.0,,,,,
26,,14.0,,,,
27,9.0,,,,,
28,,12.0,,,,
29,,10.0,,,,
30,9.0,,,,,
31,9.0,,,,,
32,,16.0,,,,
33,,20.0,,,,
34,9.0,,,,,
35,,10.0,,,,
36,25.0,,,,,
37,,18.0,,,,
38,9.0,,,,,
39,9.0,,,,,
40,,10.0,,,,
41,,18.0,,,,
42,19.0,,,,,
43,9.0,,,,,
44,,12.0,,,,
45,9.0,,,,,
46,9.0,,,,,
47,,,,,,23.0
48,9.0,,,,,
49,9.0,,,,,
