,FLAT_v5_started_FLAT_v5_won,UCT_2000_started_FLAT_v5_won,FLAT_v5_started_Tie,UCT_2000_started_Tie,FLAT_v5_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,9.0,,,,,
1,,,,,,25.0
2,,10.0,,,,
3,,10.0,,,,
4,,10.0,,,,
5,,10.0,,,,
6,15.0,,,,,
7,9.0,,,,,
8,9.0,,,,,
9,,10.0,,,,
10,9.0,,,,,
11,,10.0,,,,
12,9.0,,,,,
13,9.0,,,,,
14,,10.0,,,,
15,9.0,,,,,
16,9.0,,,,,
17,9.0,,,,,
18,9.0,,,,,
19,9.0,,,,,
20,,12.0,,,,
21,,12.0,,,,
22,,14.0,,,,
23,9.0,,,,,
24,,12.0,,,,
25,,10.0,,,,
26,9.0,,,,,
27,,14.0,,,,
28,9.0,,,,,
29,9.0,,,,,
30,9.0,,,,,
31,,10.0,,,,
32,9.0,,,,,
33,,10.0,,,,
34,9.0,,,,,
35,9.0,,,,,
36,11.0,,,,,
37,,10.0,,,,
38,,,,,16.0,
39,9.0,,,,,
40,9.0,,,,,
41,9.0,,,,,
42,,12.0,,,,
43,9.0,,,,,
44,,12.0,,,,
45,9.0,,,,,
46,9.0,,,,,
47,9.0,,,,,
48,9.0,,,,,
49,9.0,,,,,
