,ZERO_v3_started_ZERO_v3_won,UCT_10000_started_ZERO_v3_won,ZERO_v3_started_Tie,UCT_10000_started_Tie,ZERO_v3_started_UCT_10000_won,UCT_10000_started_UCT_10000_won
0,9.0,,,,,
1,,,,,,11.0
2,,,,,14.0,
3,9.0,,,,,
4,9.0,,,,,
5,,,,,18.0,
6,,,,,,15.0
7,9.0,,,,,
8,9.0,,,,,
9,,,,,,15.0
10,,,,,14.0,
11,,,,,,11.0
12,,,,,,27.0
13,,,,,,17.0
14,,12.0,,,,
15,,,,,,17.0
16,,,,,,15.0
17,,,,,16.0,
18,,,,,10.0,
19,,,,,18.0,
20,9.0,,,,,
21,,,,,,11.0
22,9.0,,,,,
23,,,,,16.0,
24,,,,,14.0,
25,,12.0,,,,
26,,,,,16.0,
27,13.0,,,,,
28,,,,,14.0,
29,,,,,20.0,
30,,,,,,15.0
31,,,,,20.0,
32,,,,,14.0,
33,,,,,,21.0
34,17.0,,,,,
35,,,,,22.0,
36,,,,,,9.0
37,,,,,,15.0
38,,,,,18.0,
39,,,,,,25.0
40,,,,,,17.0
41,9.0,,,,,
42,,,,,12.0,
43,,,,,,13.0
44,,,,,,9.0
45,,,,,14.0,
46,11.0,,,,,
47,,,,,,9.0
48,,,,,22.0,
49,,,,,,9.0
