,ZEROX_v1_started_ZEROX_v1_won,UCT_8000_started_ZEROX_v1_won,ZEROX_v1_started_Tie,UCT_8000_started_Tie,ZEROX_v1_started_UCT_8000_won,UCT_8000_started_UCT_8000_won
0,,,,,18.0,
1,,,,,16.0,
2,,,,,,11.0
3,13.0,,,,,
4,,,,,,9.0
5,,,,,10.0,
6,,,,,12.0,
7,,,,,14.0,
8,,,,,,13.0
9,,,,,,11.0
10,,,,,,11.0
11,,,,,16.0,
12,,,,,10.0,
13,,,,,,11.0
14,,,,,14.0,
15,13.0,,,,,
16,,,,,14.0,
17,,,,,10.0,
18,,,,,,19.0
19,,,,,,19.0
20,,,,,,9.0
21,,,,,,9.0
22,,,,,,13.0
23,,,,,10.0,
24,,,,,,13.0
25,,,,,,9.0
26,,,,,16.0,
27,,,,,14.0,
28,,,,,,9.0
29,,,,,22.0,
30,,,,,,11.0
31,,,,,,13.0
32,,,,,,9.0
33,,,,,,15.0
34,,,,,10.0,
35,,,,,20.0,
36,,,,,,11.0
37,,,,,12.0,
38,,,,,,11.0
39,,,,,,33.0
40,,10.0,,,,
41,15.0,,,,,
42,,,,,10.0,
43,,,,,10.0,
44,,,,,,17.0
45,11.0,,,,,
46,,,,,22.0,
47,,,,,,9.0
48,,,,,16.0,
49,11.0,,,,,
