,FLAT_v2_started_FLAT_v2_won,UCT_8000_started_FLAT_v2_won,FLAT_v2_started_Tie,UCT_8000_started_Tie,FLAT_v2_started_UCT_8000_won,UCT_8000_started_UCT_8000_won
0,9.0,,,,,
1,,,,,12.0,
2,,,,,16.0,
3,,,,,,23.0
4,,,,,,15.0
5,,,,,,15.0
6,,,,,,9.0
7,,,,,,15.0
8,,,,,,19.0
9,,,,,14.0,
10,9.0,,,,,
11,9.0,,,,,
12,,10.0,,,,
13,,,,,14.0,
14,15.0,,,,,
15,,,,,,9.0
16,,,,,,15.0
17,,,,,12.0,
18,,,,,20.0,
19,,,,,,17.0
20,,10.0,,,,
21,,,,,20.0,
22,,,,,,11.0
23,,,,,,11.0
24,9.0,,,,,
25,,,,,,13.0
26,,10.0,,,,
27,,,,,14.0,
28,,,,,14.0,
29,,,,,,17.0
30,,,,,,19.0
31,,,,,,15.0
32,17.0,,,,,
33,,,,,,13.0
34,,,,,,17.0
35,,,,,18.0,
36,15.0,,,,,
37,,,,,,9.0
38,,,,,18.0,
39,,,,,,17.0
40,,10.0,,,,
41,,,,,,17.0
42,,,,,14.0,
43,,,,,14.0,
44,,,,,,15.0
45,,,,,,13.0
46,9.0,,,,,
47,9.0,,,,,
48,,,,,18.0,
49,,,,,14.0,
