,ZEROX_v5_started_ZEROX_v5_won,UCT_6000_started_ZEROX_v5_won,ZEROX_v5_started_Tie,UCT_6000_started_Tie,ZEROX_v5_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,22.0,
1,9.0,,,,,
2,,,,,,35.0
3,,,,,14.0,
4,9.0,,,,,
5,,,,,,43.0
6,,,,,,45.0
7,,,,,,23.0
8,9.0,,,,,
9,9.0,,,,,
10,,,,,12.0,
11,,,,,,27.0
12,9.0,,,,,
13,,,,,,11.0
14,,,,,,19.0
15,,10.0,,,,
16,9.0,,,,,
17,,10.0,,,,
18,,,,,,29.0
19,,10.0,,,,
20,15.0,,,,,
21,,12.0,,,,
22,,10.0,,,,
23,19.0,,,,,
24,,,,,16.0,
25,,,,,14.0,
26,,,,,,15.0
27,9.0,,,,,
28,9.0,,,,,
29,9.0,,,,,
30,,,,,,15.0
31,9.0,,,,,
32,9.0,,,,,
33,,20.0,,,,
34,9.0,,,,,
35,,,,,24.0,
36,,,,,20.0,
37,17.0,,,,,
38,9.0,,,,,
39,,,,,18.0,
40,,10.0,,,,
41,,10.0,,,,
42,,,,,,15.0
43,9.0,,,,,
44,,10.0,,,,
45,9.0,,,,,
46,,24.0,,,,
47,9.0,,,,,
48,15.0,,,,,
49,9.0,,,,,
