,ZERO_v2_started_ZERO_v2_won,UCT_2000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_2000_started_Tie,ZERO_v2_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,9.0,,,,,
1,,14.0,,,,
2,,14.0,,,,
3,,,,,,9.0
4,9.0,,,,,
5,9.0,,,,,
6,9.0,,,,,
7,9.0,,,,,
8,15.0,,,,,
9,9.0,,,,,
10,9.0,,,,,
11,9.0,,,,,
12,9.0,,,,,
13,9.0,,,,,
14,15.0,,,,,
15,9.0,,,,,
16,9.0,,,,,
17,,,,,,17.0
18,,,,,,21.0
19,9.0,,,,,
20,,,,,,13.0
21,9.0,,,,,
22,9.0,,,,,
23,,,,,,23.0
24,9.0,,,,,
25,15.0,,,,,
26,,,,,,13.0
27,,,,,,15.0
28,9.0,,,,,
29,,,,,,11.0
30,9.0,,,,,
31,,,,,,17.0
32,9.0,,,,,
33,,10.0,,,,
34,,14.0,,,,
35,21.0,,,,,
36,15.0,,,,,
37,9.0,,,,,
38,,12.0,,,,
39,9.0,,,,,
40,,14.0,,,,
41,,12.0,,,,
42,9.0,,,,,
43,9.0,,,,,
44,,,,,,19.0
45,,,,,12.0,
46,,10.0,,,,
47,9.0,,,,,
48,9.0,,,,,
49,9.0,,,,,
