,ZERO_v4_started_ZERO_v4_won,UCT_10000_started_ZERO_v4_won,ZERO_v4_started_Tie,UCT_10000_started_Tie,ZERO_v4_started_UCT_10000_won,UCT_10000_started_UCT_10000_won
0,,,,,,9.0
1,11.0,,,,,
2,,,,,,17.0
3,,,,,,11.0
4,,10.0,,,,
5,,10.0,,,,
6,,,,,,13.0
7,,,,,,25.0
8,,,,,,15.0
9,,,,,10.0,
10,,,,,,11.0
11,,,,,,13.0
12,,,,,10.0,
13,,,,,22.0,
14,,,,,20.0,
15,,,,,,11.0
16,,,,,,9.0
17,,,,,10.0,
18,,,,,10.0,
19,,,,,,19.0
20,,,,,10.0,
21,,,,,,11.0
22,,12.0,,,,
23,11.0,,,,,
24,,,,,10.0,
25,,,,,,11.0
26,11.0,,,,,
27,,,,,10.0,
28,,,,,,9.0
29,,10.0,,,,
30,,,,,,9.0
31,,10.0,,,,
32,,,,,18.0,
33,,,,,,9.0
34,,,,,18.0,
35,,,,,16.0,
36,,,,,14.0,
37,,,,,10.0,
38,,,,,,15.0
39,,10.0,,,,
40,,,,,,9.0
41,,,,,,21.0
42,,10.0,,,,
43,,12.0,,,,
44,,,,,,9.0
45,,,,,18.0,
46,11.0,,,,,
47,,,,,10.0,
48,,,,,,15.0
49,,10.0,,,,
