,FLAT_v3_started_FLAT_v3_won,UCT_8000_started_FLAT_v3_won,FLAT_v3_started_Tie,UCT_8000_started_Tie,FLAT_v3_started_UCT_8000_won,UCT_8000_started_UCT_8000_won
0,,,,,,13.0
1,,,,,,9.0
2,,,,,,9.0
3,,,,,,11.0
4,,,,,12.0,
5,9.0,,,,,
6,9.0,,,,,
7,,,,,20.0,
8,,,,,,9.0
9,,,,,18.0,
10,,,,,16.0,
11,,,,,,17.0
12,,12.0,,,,
13,,,,,,9.0
14,13.0,,,,,
15,,,,,,9.0
16,,,,,,11.0
17,,12.0,,,,
18,,,,,,15.0
19,,,,,,15.0
20,15.0,,,,,
21,,,,,,21.0
22,9.0,,,,,
23,,,,,20.0,
24,,,,,,13.0
25,,,,,,9.0
26,,,,,,9.0
27,,,,,12.0,
28,,,,,,15.0
29,,10.0,,,,
30,,,,,,9.0
31,,,,,,13.0
32,,10.0,,,,
33,,,,,14.0,
34,,,,,,9.0
35,,,,,,15.0
36,,,,,,9.0
37,9.0,,,,,
38,,,,,,19.0
39,,10.0,,,,
40,,,,,,11.0
41,,,,,,15.0
42,9.0,,,,,
43,,,,,,9.0
44,,,,,20.0,
45,,,,,,15.0
46,,,,,20.0,
47,,,,,,11.0
48,,,,,,11.0
49,,10.0,,,,
