,ZEROX_v4_started_ZEROX_v4_won,UCT_10000_started_ZEROX_v4_won,ZEROX_v4_started_Tie,UCT_10000_started_Tie,ZEROX_v4_started_UCT_10000_won,UCT_10000_started_UCT_10000_won
0,,,,,10.0,
1,11.0,,,,,
2,,,,,,9.0
3,9.0,,,,,
4,,,,,,9.0
5,,,,,,29.0
6,,,,,,15.0
7,,,,,,9.0
8,11.0,,,,,
9,,10.0,,,,
10,,,,,,9.0
11,,,,,18.0,
12,13.0,,,,,
13,,,,,,21.0
14,,,,,10.0,
15,11.0,,,,,
16,15.0,,,,,
17,,16.0,,,,
18,,,,,,21.0
19,,,,,,17.0
20,13.0,,,,,
21,,,,,,9.0
22,,10.0,,,,
23,,,,,12.0,
24,,,,,10.0,
25,,10.0,,,,
26,,,,,,9.0
27,,,,,16.0,
28,,,,,10.0,
29,,,,,16.0,
30,,,,,,17.0
31,,,,,,9.0
32,,,,,,15.0
33,,10.0,,,,
34,13.0,,,,,
35,13.0,,,,,
36,19.0,,,,,
37,,,,,,17.0
38,,,,,10.0,
39,,,,,18.0,
40,,,,,,9.0
41,,,,,,9.0
42,21.0,,,,,
43,,,,,,11.0
44,,10.0,,,,
45,11.0,,,,,
46,,12.0,,,,
47,,,,,,13.0
48,,,,,10.0,
49,,,,,10.0,
