,ZERO_v2_started_ZERO_v2_won,UCT_10000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_10000_started_Tie,ZERO_v2_started_UCT_10000_won,UCT_10000_started_UCT_10000_won
0,9.0,,,,,
1,,,,,,11.0
2,9.0,,,,,
3,,,,,18.0,
4,,,,,22.0,
5,,,,,18.0,
6,,,,,,11.0
7,,,,,,11.0
8,,,,,20.0,
9,,,,,12.0,
10,9.0,,,,,
11,,,,,,13.0
12,,,,,16.0,
13,,,,,,9.0
14,,,,,16.0,
15,,12.0,,,,
16,,,,,14.0,
17,,18.0,,,,
18,,,,,,15.0
19,,,,,,13.0
20,,,,,,9.0
21,,,,,,13.0
22,,,,,,9.0
23,,,,,,23.0
24,,,,,,21.0
25,,,,,16.0,
26,9.0,,,,,
27,9.0,,,,,
28,,,,,,13.0
29,,,,,,15.0
30,,,,,18.0,
31,,,,,,9.0
32,,,,,,9.0
33,,,,,12.0,
34,,,,,,13.0
35,,,,,20.0,
36,,,,,,11.0
37,,,,,22.0,
38,,,,,14.0,
39,9.0,,,,,
40,,,,,14.0,
41,,,,,18.0,
42,,,,,16.0,
43,,,,,,13.0
44,,,,,,9.0
45,,,,,20.0,
46,,,,,18.0,
47,,,,,,9.0
48,,,,,,11.0
49,,,,,20.0,
