,ZEROX_v2_started_ZEROX_v2_won,UCT_8000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_8000_started_Tie,ZEROX_v2_started_UCT_8000_won,UCT_8000_started_UCT_8000_won
0,,,,,,15.0
1,9.0,,,,,
2,,,,,,9.0
3,,,,,14.0,
4,,,,,,17.0
5,25.0,,,,,
6,,,,,,19.0
7,,,,,,15.0
8,,,,,,9.0
9,,,,,14.0,
10,,,,,,11.0
11,,,,,,17.0
12,,,,,12.0,
13,,,,,,21.0
14,9.0,,,,,
15,,,,,,19.0
16,,,,,,15.0
17,,,,,,19.0
18,9.0,,,,,
19,,,,,,11.0
20,9.0,,,,,
21,15.0,,,,,
22,15.0,,,,,
23,,10.0,,,,
24,9.0,,,,,
25,,,,,12.0,
26,,,,,,9.0
27,,10.0,,,,
28,15.0,,,,,
29,9.0,,,,,
30,,,,,,13.0
31,,10.0,,,,
32,,,,,,11.0
33,,,,,14.0,
34,,10.0,,,,
35,,,,,18.0,
36,,,,,,9.0
37,,,,,,9.0
38,9.0,,,,,
39,,,,,12.0,
40,,,,,,13.0
41,,,,,14.0,
42,17.0,,,,,
43,9.0,,,,,
44,,,,,20.0,
45,,,,,,13.0
46,,,,,18.0,
47,19.0,,,,,
48,,,,,,17.0
49,15.0,,,,,
