,ZERO_v3_started_ZERO_v3_won,UCT_4000_started_ZERO_v3_won,ZERO_v3_started_Tie,UCT_4000_started_Tie,ZERO_v3_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,,,,,,15.0
1,,12.0,,,,
2,13.0,,,,,
3,11.0,,,,,
4,,,,,,17.0
5,9.0,,,,,
6,,10.0,,,,
7,29.0,,,,,
8,,10.0,,,,
9,,,,,,21.0
10,,,,,,19.0
11,17.0,,,,,
12,,,,,12.0,
13,,12.0,,,,
14,9.0,,,,,
15,9.0,,,,,
16,,,,,,19.0
17,,12.0,,,,
18,9.0,,,,,
19,,12.0,,,,
20,9.0,,,,,
21,,,,,,11.0
22,,,,,,15.0
23,,,,,,23.0
24,,20.0,,,,
25,,10.0,,,,
26,9.0,,,,,
27,,,,,,13.0
28,,,,,,19.0
29,9.0,,,,,
30,9.0,,,,,
31,17.0,,,,,
32,,10.0,,,,
33,9.0,,,,,
34,9.0,,,,,
35,,,,,,15.0
36,9.0,,,,,
37,25.0,,,,,
38,9.0,,,,,
39,9.0,,,,,
40,9.0,,,,,
41,,,,,16.0,
42,,,,,,11.0
43,,10.0,,,,
44,13.0,,,,,
45,,,,,,15.0
46,9.0,,,,,
47,9.0,,,,,
48,9.0,,,,,
49,,,,,,17.0
