,ZERO_v3_started_ZERO_v3_won,UCT_6000_started_ZERO_v3_won,ZERO_v3_started_Tie,UCT_6000_started_Tie,ZERO_v3_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,21.0,,,,,
1,,,,,,11.0
2,,,,,20.0,
3,,,,,,11.0
4,9.0,,,,,
5,,,,,18.0,
6,,,,,,9.0
7,9.0,,,,,
8,9.0,,,,,
9,9.0,,,,,
10,,,,,10.0,
11,9.0,,,,,
12,,,,,,21.0
13,19.0,,,,,
14,13.0,,,,,
15,,12.0,,,,
16,,,,,24.0,
17,11.0,,,,,
18,,,,,,13.0
19,15.0,,,,,
20,9.0,,,,,
21,,,,,,15.0
22,15.0,,,,,
23,,,,,,41.0
24,9.0,,,,,
25,,10.0,,,,
26,,12.0,,,,
27,,,,,,9.0
28,,,,,14.0,
29,11.0,,,,,
30,,,,,,9.0
31,9.0,,,,,
32,9.0,,,,,
33,,,,,,15.0
34,,,,,,13.0
35,,,,,,17.0
36,,,,,,13.0
37,,10.0,,,,
38,,,,,,9.0
39,9.0,,,,,
40,,10.0,,,,
41,,,,,,23.0
42,,,,,,17.0
43,,10.0,,,,
44,9.0,,,,,
45,,,,,24.0,
46,,,,,,15.0
47,11.0,,,,,
48,,16.0,,,,
49,,,,,,9.0
