,ZEROX_v3_started_ZEROX_v3_won,UCT_6000_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_6000_started_Tie,ZEROX_v3_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,19.0
1,,,,,,11.0
2,9.0,,,,,
3,,,,,30.0,
4,,,,,26.0,
5,21.0,,,,,
6,17.0,,,,,
7,,,,,,15.0
8,,,,,,9.0
9,,14.0,,,,
10,11.0,,,,,
11,,,,,,11.0
12,,12.0,,,,
13,,,,,,17.0
14,9.0,,,,,
15,9.0,,,,,
16,,,,,,13.0
17,,,,,,15.0
18,,,,,,9.0
19,,,,,,15.0
20,9.0,,,,,
21,,,,,,9.0
22,,14.0,,,,
23,,,,,,13.0
24,15.0,,,,,
25,15.0,,,,,
26,,10.0,,,,
27,,,,,,9.0
28,15.0,,,,,
29,9.0,,,,,
30,15.0,,,,,
31,9.0,,,,,
32,,,,,,13.0
33,,,,,,15.0
34,,,,,,19.0
35,9.0,,,,,
36,,,,,,11.0
37,,,,,,15.0
38,9.0,,,,,
39,,,,,,13.0
40,,,,,20.0,
41,9.0,,,,,
42,9.0,,,,,
43,9.0,,,,,
44,,,,,,9.0
45,,,,,,9.0
46,,,,,,13.0
47,,,,,,11.0
48,9.0,,,,,
49,15.0,,,,,
