,FLAT_v2_started_FLAT_v2_won,UCT_6000_started_FLAT_v2_won,FLAT_v2_started_Tie,UCT_6000_started_Tie,FLAT_v2_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,20.0,
1,9.0,,,,,
2,,10.0,,,,
3,,,,,,9.0
4,9.0,,,,,
5,,,,,18.0,
6,,10.0,,,,
7,,,,,,9.0
8,9.0,,,,,
9,9.0,,,,,
10,,,,,,15.0
11,,,,,14.0,
12,9.0,,,,,
13,9.0,,,,,
14,9.0,,,,,
15,,,,,,15.0
16,,,,,,17.0
17,9.0,,,,,
18,9.0,,,,,
19,9.0,,,,,
20,,,,,16.0,
21,,,,,,9.0
22,15.0,,,,,
23,9.0,,,,,
24,9.0,,,,,
25,,,,,,17.0
26,,10.0,,,,
27,,10.0,,,,
28,9.0,,,,,
29,,,,,,13.0
30,,,,,,9.0
31,,,,,,9.0
32,,,,,16.0,
33,,,,,,9.0
34,,,,,,19.0
35,,,,,22.0,
36,9.0,,,,,
37,,,,,,13.0
38,,,,,,15.0
39,,,,,,9.0
40,,10.0,,,,
41,,,,,14.0,
42,,,,,,9.0
43,,,,,16.0,
44,,,,,,19.0
45,9.0,,,,,
46,9.0,,,,,
47,,,,,14.0,
48,15.0,,,,,
49,9.0,,,,,
