,FLAT_v3_started_FLAT_v3_won,UCT_4000_started_FLAT_v3_won,FLAT_v3_started_Tie,UCT_4000_started_Tie,FLAT_v3_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,9.0,,,,,
1,,10.0,,,,
2,9.0,,,,,
3,9.0,,,,,
4,,,,,,15.0
5,,16.0,,,,
6,9.0,,,,,
7,9.0,,,,,
8,,10.0,,,,
9,9.0,,,,,
10,,,,,,13.0
11,,10.0,,,,
12,,10.0,,,,
13,,,,,,17.0
14,,18.0,,,,
15,,10.0,,,,
16,,,,,14.0,
17,,,,,,17.0
18,,10.0,,,,
19,,10.0,,,,
20,,,,,,9.0
21,9.0,,,,,
22,,10.0,,,,
23,,18.0,,,,
24,,,,,14.0,
25,15.0,,,,,
26,9.0,,,,,
27,,12.0,,,,
28,9.0,,,,,
29,,,,,,9.0
30,9.0,,,,,
31,,,,,,15.0
32,,10.0,,,,
33,,,,,,15.0
34,,10.0,,,,
35,9.0,,,,,
36,,,,,,13.0
37,9.0,,,,,
38,11.0,,,,,
39,,,,,20.0,
40,9.0,,,,,
41,15.0,,,,,
42,9.0,,,,,
43,9.0,,,,,
44,21.0,,,,,
45,,,,,,9.0
46,,,,,22.0,
47,,,,,,9.0
48,15.0,,,,,
49,9.0,,,,,
