,ZERO_v5_started_ZERO_v5_won,UCT_4000_started_ZERO_v5_won,ZERO_v5_started_Tie,UCT_4000_started_Tie,ZERO_v5_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,17.0,,,,,
1,,14.0,,,,
2,35.0,,,,,
3,9.0,,,,,
4,9.0,,,,,
5,9.0,,,,,
6,,12.0,,,,
7,9.0,,,,,
8,,16.0,,,,
9,,,,,,15.0
10,,,,,16.0,
11,9.0,,,,,
12,,10.0,,,,
13,9.0,,,,,
14,15.0,,,,,
15,21.0,,,,,
16,,,,,20.0,
17,,,,,26.0,
18,,,,,,15.0
19,,,,,,17.0
20,9.0,,,,,
21,,14.0,,,,
22,9.0,,,,,
23,,10.0,,,,
24,9.0,,,,,
25,,,,,18.0,
26,,10.0,,,,
27,9.0,,,,,
28,,10.0,,,,
29,,10.0,,,,
30,,10.0,,,,
31,,,,,16.0,
32,,,,,,31.0
33,,,,,,17.0
34,9.0,,,,,
35,,20.0,,,,
36,,12.0,,,,
37,9.0,,,,,
38,9.0,,,,,
39,,,,,,9.0
40,15.0,,,,,
41,,18.0,,,,
42,9.0,,,,,
43,9.0,,,,,
44,9.0,,,,,
45,9.0,,,,,
46,9.0,,,,,
47,,10.0,,,,
48,9.0,,,,,
49,,10.0,,,,
