,ZEROX_v5_started_ZEROX_v5_won,UCT_4000_started_ZEROX_v5_won,ZEROX_v5_started_Tie,UCT_4000_started_Tie,ZEROX_v5_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,9.0,,,,,
1,,,,,14.0,
2,,10.0,,,,
3,23.0,,,,,
4,9.0,,,,,
5,9.0,,,,,
6,,16.0,,,,
7,9.0,,,,,
8,,,,,12.0,
9,9.0,,,,,
10,,,,,16.0,
11,,,,,,19.0
12,9.0,,,,,
13,,,,,14.0,
14,19.0,,,,,
15,,22.0,,,,
16,9.0,,,,,
17,,10.0,,,,
18,,12.0,,,,
19,15.0,,,,,
20,,16.0,,,,
21,,10.0,,,,
22,9.0,,,,,
23,9.0,,,,,
24,,,,,,25.0
25,,10.0,,,,
26,,,,,,23.0
27,9.0,,,,,
28,,,,,,29.0
29,,12.0,,,,
30,9.0,,,,,
31,,20.0,,,,
32,,10.0,,,,
33,,,,,,19.0
34,9.0,,,,,
35,,,,,,19.0
36,,,,,,13.0
37,,,,,,25.0
38,,,,,,17.0
39,,,,,,9.0
40,,16.0,,,,
41,9.0,,,,,
42,21.0,,,,,
43,,16.0,,,,
44,9.0,,,,,
45,,10.0,,,,
46,9.0,,,,,
47,,,,,14.0,
48,,,,,20.0,
49,,,,,22.0,
