,ZEROX_v3_started_ZEROX_v3_won,UCT_2000_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_2000_started_Tie,ZEROX_v3_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,9.0,,,,,
1,,,,,,25.0
2,,,,,,11.0
3,,,,,,11.0
4,11.0,,,,,
5,,12.0,,,,
6,13.0,,,,,
7,,,,,,13.0
8,9.0,,,,,
9,11.0,,,,,
10,,,,,,13.0
11,,12.0,,,,
12,,14.0,,,,
13,,16.0,,,,
14,13.0,,,,,
15,15.0,,,,,
16,,,,,,13.0
17,9.0,,,,,
18,15.0,,,,,
19,19.0,,,,,
20,,16.0,,,,
21,,14.0,,,,
22,,20.0,,,,
23,,16.0,,,,
24,9.0,,,,,
25,11.0,,,,,
26,11.0,,,,,
27,,22.0,,,,
28,9.0,,,,,
29,15.0,,,,,
30,,16.0,,,,
31,,,,,,13.0
32,,14.0,,,,
33,11.0,,,,,
34,,,,,,21.0
35,,,,,,13.0
36,,10.0,,,,
37,,10.0,,,,
38,9.0,,,,,
39,9.0,,,,,
40,,12.0,,,,
41,9.0,,,,,
42,,,,,,15.0
43,9.0,,,,,
44,15.0,,,,,
45,,14.0,,,,
46,,,,,,29.0
47,9.0,,,,,
48,,12.0,,,,
49,,12.0,,,,
