,FLAT_v4_started_FLAT_v4_won,UCT_10000_started_FLAT_v4_won,FLAT_v4_started_Tie,UCT_10000_started_Tie,FLAT_v4_started_UCT_10000_won,UCT_10000_started_UCT_10000_won
0,,,,,10.0,
1,,,,,,13.0
2,,,,,16.0,
3,13.0,,,,,
4,9.0,,,,,
5,,,,,10.0,
6,,,,,10.0,
7,,,,,10.0,
8,,,,,,9.0
9,,,,,,9.0
10,11.0,,,,,
11,,,,,14.0,
12,,,,,16.0,
13,15.0,,,,,
14,,,,,,11.0
15,,,,,,13.0
16,,,,,18.0,
17,,,,,14.0,
18,,,,,22.0,
19,,,,,,13.0
20,,10.0,,,,
21,,,,,12.0,
22,,,,,,17.0
23,,,,,20.0,
24,11.0,,,,,
25,,,,,14.0,
26,,10.0,,,,
27,,,,,,11.0
28,15.0,,,,,
29,,,,,10.0,
30,,,,,,9.0
31,,,,,10.0,
32,,,,,10.0,
33,,,,,,9.0
34,,,,,10.0,
35,,,,,,15.0
36,,,,,10.0,
37,,,,,,19.0
38,11.0,,,,,
39,,,,,,13.0
40,,,,,10.0,
41,,,,,,9.0
42,,,,,,13.0
43,,,,,22.0,
44,,,,,,11.0
45,,,,,,15.0
46,,,,,20.0,
47,,10.0,,,,
48,,,,,,9.0
49,,,,,,9.0
