10,9.714285714285714
20,9.571428571428571
30,9.857142857142858
40,9.571428571428571
50,10.0
60,11.285714285714286
70,9.571428571428571
80,11.428571428571429
90,13.285714285714286
100,13.571428571428571
110,11.142857142857142
120,10.285714285714286
130,10.857142857142858
140,12.571428571428571
150,11.0
160,14.857142857142858
170,9.428571428571429
180,12.571428571428571
190,15.0
200,12.428571428571429
210,12.714285714285714
220,9.0
230,11.714285714285714
240,12.142857142857142
250,11.142857142857142
260,10.428571428571429
270,11.857142857142858
280,13.428571428571429
290,9.857142857142858
300,10.571428571428571
