,FLAT_v3_started_FLAT_v3_won,UCT_6000_started_FLAT_v3_won,FLAT_v3_started_Tie,UCT_6000_started_Tie,FLAT_v3_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,28.0,
1,,,,,,23.0
2,,,,,,19.0
3,,,,,,19.0
4,,,,,,25.0
5,,,,,26.0,
6,,,,,,19.0
7,,,,,,23.0
8,,,,,24.0,
9,,,,,,15.0
10,,,,,,21.0
11,,,,,18.0,
12,,,,,,15.0
13,,,,,36.0,
14,,,,,,13.0
15,,,,,20.0,
16,,,,,,15.0
17,,,,,,21.0
18,,,,,,17.0
19,,,,,,25.0
20,19.0,,,,,
21,,,,,,19.0
22,,,,,,23.0
23,,,,,,13.0
24,,,,,24.0,
25,,16.0,,,,
26,,,,,,9.0
27,,16.0,,,,
28,,,,,,19.0
29,,,,,,27.0
30,,,,,14.0,
31,,,,,44.0,
32,,,,,,11.0
33,,,,,14.0,
34,25.0,,,,,
35,,,,,20.0,
36,,,,,34.0,
37,,,,,,19.0
38,,,,,40.0,
39,,10.0,,,,
40,,,,,,21.0
41,,,,,,13.0
42,,,,,18.0,
43,,,,,,19.0
44,15.0,,,,,
45,,,,,24.0,
46,,,,,16.0,
47,23.0,,,,,
48,,12.0,,,,
49,,,,,,13.0
