,FLAT_v1_started_FLAT_v1_won,UCT_4500_started_FLAT_v1_won,FLAT_v1_started_Tie,UCT_4500_started_Tie,FLAT_v1_started_UCT_4500_won,UCT_4500_started_UCT_4500_won
0,,,,,,13.0
1,,,,,12.0,
2,,,,,,15.0
3,,,,,,15.0
4,,,,,,15.0
5,,,,,,17.0
6,,,,,10.0,
7,,,,,,19.0
8,,,,,18.0,
9,,,,,,11.0
10,,,,,22.0,
11,,,,,,15.0
12,,,,,,9.0
13,,,,,,9.0
14,,,,,,11.0
15,,,,,,13.0
16,,,,,,13.0
17,,,,,,13.0
18,,,,,,9.0
19,,,,,12.0,
20,,,,,,15.0
21,,,,,,21.0
22,,,,,,11.0
23,,,,,10.0,
24,,,,,10.0,
25,9.0,,,,,
26,,,,,,11.0
27,,,,,16.0,
28,,,,,,11.0
29,,,,,,13.0
30,,,,,,13.0
31,,,,,,13.0
32,,,,,,13.0
33,,,,,,19.0
34,,,,,12.0,
35,,,,,18.0,
36,,,,,12.0,
37,,,,,10.0,
38,9.0,,,,,
39,,,,,,9.0
40,,,,,,9.0
41,,,,,12.0,
42,,,,,,15.0
43,,,,,10.0,
44,,,,,,15.0
45,,,,,,11.0
46,,,,,,11.0
47,11.0,,,,,
48,11.0,,,,,
49,,,,,,13.0
