,FLAT_v2_started_FLAT_v2_won,UCT_1500_started_FLAT_v2_won,FLAT_v2_started_Tie,UCT_1500_started_Tie,FLAT_v2_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,,,,,,9.0
1,,,,,12.0,
2,9.0,,,,,
3,11.0,,,,,
4,,,,,16.0,
5,9.0,,,,,
6,,10.0,,,,
7,15.0,,,,,
8,,16.0,,,,
9,,,,,,25.0
10,15.0,,,,,
11,11.0,,,,,
12,,,,,,15.0
13,,,,,,11.0
14,,,,,,23.0
15,,18.0,,,,
16,,,,,,15.0
17,,,,,18.0,
18,,,,,,23.0
19,9.0,,,,,
20,,,,,12.0,
21,,,,,,13.0
22,9.0,,,,,
23,,,,,,17.0
24,,10.0,,,,
25,9.0,,,,,
26,15.0,,,,,
27,,14.0,,,,
28,,,,,,13.0
29,,,,,,13.0
30,,,,,,21.0
31,15.0,,,,,
32,9.0,,,,,
33,,,,,,17.0
34,,12.0,,,,
35,9.0,,,,,
36,13.0,,,,,
37,,,,,,11.0
38,,,,,,15.0
39,,,,,,15.0
40,,,,,,13.0
41,,,,,,11.0
42,,,,,,17.0
43,,,,,14.0,
44,,,,,,23.0
45,19.0,,,,,
46,17.0,,,,,
47,17.0,,,,,
48,,12.0,,,,
49,9.0,,,,,
