,ZEROX_v2_started_ZEROX_v2_won,UCT_6000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_6000_started_Tie,ZEROX_v2_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,11.0
1,,,,,,23.0
2,,,,,,11.0
3,,,,,12.0,
4,,,,,,17.0
5,,,,,,21.0
6,,,,,12.0,
7,11.0,,,,,
8,,,,,,17.0
9,,,,,22.0,
10,,,,,,19.0
11,,,,,10.0,
12,9.0,,,,,
13,,,,,,25.0
14,,,,,,37.0
15,,,,,16.0,
16,,,,,10.0,
17,,,,,16.0,
18,,,,,,33.0
19,,,,,,33.0
20,,,,,,21.0
21,,,,,,15.0
22,,,,,10.0,
23,13.0,,,,,
24,,,,,18.0,
25,,,,,12.0,
26,,,,,12.0,
27,,,,,,19.0
28,,,,,,47.0
29,,,,,,17.0
30,,,,,,21.0
31,,10.0,,,,
32,,,,,18.0,
33,9.0,,,,,
34,,,,,44.0,
35,11.0,,,,,
36,13.0,,,,,
37,,,,,14.0,
38,,,,,14.0,
39,,,,,,23.0
40,,,,,10.0,
41,,,,,14.0,
42,,,,,12.0,
43,,,,,,21.0
44,,,,,10.0,
45,,,,,10.0,
46,,,,,,17.0
47,,,,,,9.0
48,,,,,18.0,
49,,14.0,,,,
