,ZEROX_v5_started_ZEROX_v5_won,UCT_6000_started_ZEROX_v5_won,ZEROX_v5_started_Tie,UCT_6000_started_Tie,ZEROX_v5_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,39.0
1,,10.0,,,,
2,,,,,,19.0
3,,,,,,31.0
4,17.0,,,,,
5,,10.0,,,,
6,,,,,34.0,
7,23.0,,,,,
8,25.0,,,,,
9,,,,,,31.0
10,,,,,46.0,
11,,,,,,21.0
12,,,64.0,,,
13,,,,64.0,,
14,,,,,,17.0
15,19.0,,,,,
16,17.0,,,,,
17,,,,,,29.0
18,,,,,28.0,
19,13.0,,,,,
20,15.0,,,,,
21,,,,,,25.0
22,,,,,,35.0
23,,,64.0,,,
24,15.0,,,,,
25,,10.0,,,,
26,,,,,,43.0
27,,,,,,11.0
28,,,,,,35.0
29,,,,,,29.0
30,,12.0,,,,
31,,,,,,23.0
32,,,,,28.0,
33,,,,,,15.0
34,9.0,,,,,
35,,12.0,,,,
36,,14.0,,,,
37,,12.0,,,,
38,,,,,,25.0
39,,,,,,49.0
40,,20.0,,,,
41,,,,,18.0,
42,,,,,,45.0
43,,,,,32.0,
44,21.0,,,,,
45,,,,,,29.0
46,,,,,32.0,
47,,,,,,29.0
48,,,,,28.0,
49,,,,,32.0,
