,ZERO_v2_started_ZERO_v2_won,UCT_6000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_6000_started_Tie,ZERO_v2_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,17.0
1,9.0,,,,,
2,,,,,12.0,
3,,,,,,37.0
4,,,,,,9.0
5,,,,,,17.0
6,,,,,14.0,
7,,,,,10.0,
8,,,,,,11.0
9,,,,,14.0,
10,,,,,,19.0
11,15.0,,,,,
12,,,,,,29.0
13,11.0,,,,,
14,,,,,14.0,
15,9.0,,,,,
16,,,,,,11.0
17,,,,,12.0,
18,,,,,14.0,
19,,,,,12.0,
20,,,,,14.0,
21,,,,,34.0,
22,,,,,,11.0
23,,,,,,31.0
24,,,,,24.0,
25,,,,,,39.0
26,,,,,,31.0
27,,,,,,37.0
28,,,,,,15.0
29,,,,,22.0,
30,,20.0,,,,
31,,,,,10.0,
32,,,,,14.0,
33,,,,,30.0,
34,,,,,,11.0
35,,,64.0,,,
36,,14.0,,,,
37,13.0,,,,,
38,,14.0,,,,
39,9.0,,,,,
40,,,,,,11.0
41,,,,,,41.0
42,,,,,,23.0
43,,,,,,19.0
44,,,,,28.0,
45,,,,,22.0,
46,,,,,,15.0
47,,,,,,29.0
48,,,,,,21.0
49,,,,,30.0,
