,ZEROX_v1_started_ZEROX_v1_won,UCT_4500_started_ZEROX_v1_won,ZEROX_v1_started_Tie,UCT_4500_started_Tie,ZEROX_v1_started_UCT_4500_won,UCT_4500_started_UCT_4500_won
0,,,,,,17.0
1,,,,,,17.0
2,,,,,16.0,
3,,16.0,,,,
4,9.0,,,,,
5,,,,,,9.0
6,,,,,,11.0
7,,,,,18.0,
8,,14.0,,,,
9,21.0,,,,,
10,11.0,,,,,
11,,,,,36.0,
12,,,,,,19.0
13,11.0,,,,,
14,,,,,18.0,
15,,,,,14.0,
16,,,,,,9.0
17,,,,,,25.0
18,19.0,,,,,
19,,,,,28.0,
20,11.0,,,,,
21,,,,,,17.0
22,,,,,,13.0
23,,12.0,,,,
24,13.0,,,,,
25,,,,,,15.0
26,,,,,10.0,
27,,,,,,15.0
28,,,,,,21.0
29,,,,,,21.0
30,,,,,10.0,
31,,,,,28.0,
32,,,,,,13.0
33,,,,,10.0,
34,9.0,,,,,
35,9.0,,,,,
36,,,,,10.0,
37,,,,,,15.0
38,,22.0,,,,
39,,,,,,11.0
40,,,,,,13.0
41,,,,,12.0,
42,,,,,10.0,
43,,,,,14.0,
44,,,,,12.0,
45,,,,,,13.0
46,,,,,,15.0
47,9.0,,,,,
48,,,,,16.0,
49,,12.0,,,,
